cluster_a	cluster_b	name_a	name_b	type_a	type_b	settlements_a	settlements_b	db_a	db_b	db_name_a	db_name_b	decision_a	decision_b	shared_hosts	jaccard	idf_score	shared_host_headings	pair_review_decision	flag
ORG-C00130	ORG-C00165	קונסט-ווינקל	זאַסלאַווסקי	Traveling Company	Traveling Company	אָדעס | דניעפּראָפּיעטראָווסק | דניעפּראָפּעטראָווסק | כאָרקאָוו | פּאָלטאָווע | קייעוו | קיעוו | פֿילאַדעלפיע	פּאָלטאַווע | פּאָלטאָווע | פּעטערבורג	307	456	קונסט-ווינקל	Zaslavsky Troupe	ALIGN	ALIGN	2	0.069	0.578	דובראָווינסקי, הילעל | לאַמפּע, מאָריס		
ORG-C01398	ORG-C04236	תיאָטרון עברי	תיאַטרון לאומי	Theatre	Theatre	אַרץ-ישראל | אָרץ ישראל	אָרץ-ישראל							2	0.4	0.578	אַסטראָווסקי, חיים | לאָנדאָן, בּצלאל		
ORG-C00579	ORG-C00672	לאָדזשער סקאַלאַ-טעאַטער	קאַמינסקי-טעאַטער		Theatre	לאָדזש | לאדזש | לאָדזש	וואַרשע | וואָרשע	604	147	לאָדזשער סקאַלאַ-טעאַטער	Kaminski's Theatre	NEW	ALIGN	2	0.032	0.578	ליפּמאַן, משה | סיעראָצקי, הערמאַן		
ORG-C00103	ORG-C03521	ווילנער טרופּע	דוד הערמאַנס סטודיע	Company on Tour	Education	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	וואַרשע	551		ווילנער טרופּע		ALIGN		2	0.011	0.578	הירשפעלד זלמן-לייב | מאַנסדאָרף, אַברהם-יעקב [קעלמאָוויטש]		
ORG-C00105	ORG-C03521	אַזאַזעל	דוד הערמאַנס סטודיע		Education	וואַרשע	וואַרשע	636		אַזאַזעל		NEW		2	0.067	0.578	הירשפעלד זלמן-לייב | מאַנסדאָרף, אַברהם-יעקב [קעלמאָוויטש]		
ORG-C00633_Q01	ORG-C02940	פּיפּלס-טעאַטער	גראָדנערס טרופּע	Theatre	Traveling Company	ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער | ניוּ-יאָרק	ברעסט-ליטאַווסק | גראָדנע | יאָסי | לאָנדאָן	120	43	People's Theatre NY	גראָדנערס טרופּע	ALIGN	ALIGN	2	0.024	0.578	וויינבלאַט, טשאַרלס [קלמן] | מאַרקס, דאָלף [ראָדקינסאָן]		
ORG-C02149_Q01	ORG-C02940	רומעניע-אָפּערע-הויז	גראָדנערס טרופּע	Theatre	Traveling Company	ניו יאָרק | ניו יארק | ניו-יאָרק	ברעסט-ליטאַווסק | גראָדנע | יאָסי | לאָנדאָן	125	43	Roumanian Opera House|Central Theatre	גראָדנערס טרופּע	ALIGN	ALIGN	2	0.071	0.578	וויינבלאַט, טשאַרלס [קלמן] | מאַרקס, דאָלף [ראָדקינסאָן]		
ORG-C00131_Q01	ORG-C00634	טעאַטער עקסעלסיאָר	קעסלערס סעקאָנד עוועניו טעאַטער	Theatre	Theatre	בוענאָס איירעס | בוענאָס-איירעס	ניו יאָרק | ניו יאָרקער | ניו-יאָרק	747	128	טעאַטער עקסעלסיאָר	סעקאָנד עוועניו טעאַטער	NEW	ALIGN	2	0.056	0.578	נאַגער אהרן | פינקעל, לוסי		
ORG-C00108	ORG-C00752_Q02	יידישן אַרטיסטן-פֿאַריין אין פּוילן	אונזער ווינקל (קיעוו)	Theatre-related Society/ Union		וואַרשע | ווילנע | כאָרקאָוו | לאָדזש | לעמבערג | פּאַריז | קיעוו	קיעוו	442	1786	Yiddish artists union	אונזער ווינקל (קיעוו)	ALIGN	ALIGN	2	0.034	0.578	בוימוואָל, יהודה-לייב | עדעלמאַן, סאָניע		
ORG-C00154_Q01	ORG-C05459	בונד	"פֿאַרלאָג „די וועלט"""	Jewish political bodies	Publisher	ריגע	וואַרשע	997		בונד		NEW		2	0.067	0.578	אַנ-סקי ש. [שלמה-זאַנוול ראַפּאָפּאָרט] | אָלגין, מ. י., דר. [משה יוסף נאָוואָמיסקי]		
ORG-C00180_Q01	ORG-C05459	יידישן קונסט-טעאַטער	"פֿאַרלאָג „די וועלט"""	Theatre	Publisher	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	וואַרשע	1459		יידישן קונסט-טעאַטער (ניו יאָרק)		ALIGN		2	0.021	0.578	אַנ-סקי ש. [שלמה-זאַנוול ראַפּאָפּאָרט] | אָלגין, מ. י., דר. [משה יוסף נאָוואָמיסקי]		
ORG-C00103	ORG-C05825	ווילנער טרופּע	שוואָרץס קונסט-טעאַטער	Company on Tour	Theatre	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	ניו יאָרק | ניויאָרק	551		ווילנער טרופּע		ALIGN		2	0.011	0.578	בעלערינאַ, בעלאַ [רובינליכט] | בערגרין, יעקב [גרינבערג]		
ORG-C00270	ORG-C00353	יידישע טעאַטריקל עלייענס	אוירווינג פלייס טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק	1524	116	יידישע טעאַטריקל עלייענס	Irwing Place (Deutsches) Theatre	NEW	ALIGN	2	0.019	0.578	גילראָד לואי | ראָזענטאַל, מאַקס		
ORG-C00024	ORG-C05160	טעאַטער עלדאָראַדאָ	גאָלדפֿאַדענס טרופּע		Traveling Company	וואַרשע	אָדעס | בּוקאַרעסט | באקאו | בוקאַרעסט | בוקאָרעסט | ביעלאָצערקאָוו | גאַלאַץ | וואַרשע | טשערקאָס | יאָס | כאַרקאָוו | פּעטערבורג | פאַריז	235	42	עלדאָראַדאָ-טעאַטער	טרופּע ציפקוס	ALIGN	ALIGN	2	0.049	0.578	וויינשטאָק, יוסף | ראָזענבערג, ישראל		
ORG-C00157_Q03	ORG-C00515_Q01	ליבערטי-טעאַטער	טאַליאַ-טעאַטער	Theatre	Theatre	בראַנזווייל | בראַנזוויל | בראָנזווייל | בראָנזוויל | כראַנזוויל	ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק	1776	130	בראַנזווילער ליבערטי-טעאָטער	Thalia Theatre|Bowery Theatre	ALIGN	ALIGN	2	0.026	0.578	ווייסמאַן, דאָראַ | שאָר [שור], אַנשל		
ORG-C02149_Q01	ORG-C02215	רומעניע-אָפּערע-הויז	פּולס	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו-יאָרק	ניו יאָרק | ניו-יאָרק	125		Roumanian Opera House|Central Theatre		ALIGN		2	0.077	0.578	ווייסמאַן, דאָראַ | פיינמאַן, זיגמונד		
ORG-C00145	ORG-C00515_Q01	גימנאַזיע	טאַליאַ-טעאַטער	Education	Theatre	בוקאַרעשט | בערלין | וואַרשע | ווילנע | זשיטאָמיר | טאַשקענט | טאָרנע | טשערנאָוויץ | יעקאַטערינאָסלאָוו | לאָדזש | לעמבערג | מאָסקווע | מינסק | ניקאָ'אַיעוו | סואַוואָלק | פּאָלטאַווע | פּלאָצק | פּעטערבורג | קאָלאָמיי | קאמעניעץ-פּאָדאָלסק | קעשענעוו | קרעמעניץ	ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק		130		Thalia Theatre|Bowery Theatre	DESCRIPTIVE	ALIGN	2	0.016	0.578	פיינמאַן, זיגמונד | ראַקאָוו, נ.		
ORG-C00145	ORG-C04218	גימנאַזיע	פערלאַג פון אַמקרויט עט פֿריינד	Education	Publisher	בוקאַרעשט | בערלין | וואַרשע | ווילנע | זשיטאָמיר | טאַשקענט | טאָרנע | טשערנאָוויץ | יעקאַטערינאָסלאָוו | לאָדזש | לעמבערג | מאָסקווע | מינסק | ניקאָ'אַיעוו | סואַוואָלק | פּאָלטאַווע | פּלאָצק | פּעטערבורג | קאָלאָמיי | קאמעניעץ-פּאָדאָלסק | קעשענעוו | קרעמעניץ	פּשעמישל | פאָדגורזע | פשעמישל					DESCRIPTIVE		2	0.033	0.578	פיינמאַן, זיגמונד | ראַקאָוו, נ.		
ORG-C00515_Q01	ORG-C04218	טאַליאַ-טעאַטער	פערלאַג פון אַמקרויט עט פֿריינד	Theatre	Publisher	ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק	פּשעמישל | פאָדגורזע | פשעמישל	130		Thalia Theatre|Bowery Theatre		ALIGN		2	0.028	0.578	פיינמאַן, זיגמונד | ראַקאָוו, נ.		
ORG-C00191	ORG-C00726	וויק'ט	דראַמאַטישע קונסט	Traveling Company	Theatre-related Society/ Union	וואַרשע | ווילנע | יאָס' | לעמבערג	לאָדזש | לאָנדאָן | לאָדזש | פּאַביאַניץ	433		Vikt		ALIGN		2	0.035	0.577	מאַקסימאָוו, מ. משה לאָטטע] | שושנה, ר		
ORG-C00597	ORG-C01292_Q01	גרויסעס טעאַטער	האַרפע	Theatre	Theatre	לאָדזש | לאדזש | לאָדזש	לאָדזש	263		גרויסע טעאַטער		ALIGN		2	0.062	0.577	לערער אַדאָלף (אהרן) | שושנה, ר		
ORG-C00276	ORG-C00726	הבימה	דראַמאַטישע קונסט	Company on Tour	Theatre-related Society/ Union	ביאַליסטאָק | וואַרשע | ווין | ליפּקאָן | מאָסקווע | מעץ | ניו יאָרק | תּל-אָבֿיבֿ	לאָדזש | לאָנדאָן | לאָדזש | פּאַביאַניץ	266		Habima		ALIGN		2	0.047	0.574	אַרנשטיין, מאַרק | לערער אַדאָלף (אהרן)		
ORG-C00103	ORG-C03928	ווילנער טרופּע	דאָס אַרטיסטישע ווינקעלע	Company on Tour	Traveling Company	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	וואַרשע	551	226	ווילנער טרופּע	דאָס אַרטיסטישע ווינקעלע	ALIGN	ALIGN	2	0.011	0.573	וויידע, מרים [וויידענפעלד] | טורקאָוו, זיגמונט		
ORG-C00634	ORG-C04555	קעסלערס סעקאָנד עוועניו טעאַטער	נעשאָנאַל-רוף-גאָרדן	Theatre	Theatre	ניו יאָרק | ניו יאָרקער | ניו-יאָרק	ניו יאָרק	128		סעקאָנד עוועניו טעאַטער		ALIGN		2	0.062	0.573	לעש, יצחק [איזידאָר לעשטשינסקי] | שוואַרצבערג, יוסף		
ORG-C00681	ORG-C00683	מאָריס שוואַרצס קונסט-טעאַטער	פאַרקוועי טעאַטער	Traveling Company	Theatre	ניו יאָרק	ברוקלין	416	1777	The Yiddish Art Theatre (as stable theatre)	פאַרקוועי טעאַטער	ALIGN	NEW	2	0.118	0.571	גרובער מירעלע | פֿאָפּער, דוד		
ORG-C00596_Q01	ORG-C04469	יידיש דראַמאַטישן טעאַטער	שילדקרויט-טעאַטער	Theatre	Theatre	קאָוונע	בראָנקס	1831		יידיש דראַמאַטישן טעאַטער		NEW		2	0.2	0.571	פּעקער, קלאַראַ [מילער] | פעקער וויקטאָר (אביגדור)		
ORG-C00539	ORG-C00970_Q01	טאָג	איקוף	Journals/ Newspapers	Heritage Institution	וואַרשע | ווילנע | ניו יאָרק | ניו-יאָרק | פּעטערבורג | קראקע | פֿילאַדעלפיע	ניו יאָרק | ניו-יאָרק	216		טאָג		ALIGN		2	0.044	0.571	טאָמער צונזער, מרים (מיני) | רייזען, זלמן		
ORG-C00740	ORG-C00963	פּאָבליק-סקול	עדיוקיישאָנאָל עלייענס	Education	Theatre	אָמעריקע | אמעריקע | לאָנדאָן | ניו יאָרק | ניו-יאָרק | סינסינעטי | פילאַדעלפיע | פילאדעלפיע | קליוולאַנד | שיקאָגאָ | פֿילאָדעלפיע	ניו יאָרק					DESCRIPTIVE		2	0.029	0.571	גולדאַן, אָלפֿדער מ. [אַב-דס-מאי גאָניאָנרסקי] | טאָמער צונזער, מרים (מיני)		
ORG-C00257_Q01	ORG-C00594	פֿאַרווערטס	בראַנקס אַרט טעאַטער	Journals/ Newspapers	Theatre	נ. י. | ניו יאָרק | ניו-יאָרק | ניויאָרק	בראַנקס	692		פֿאַרווערטס		ALIGN		2	0.021	0.571	ליפשיץ, פֿריידעלע | שווייד, מאַרק [וואָלף-מרדכי]		
ORG-C01140	ORG-C03484	סאָבסיי	לוואָווער יידישן מלוכה-טעאַטער	Traveling Company	Theatre	אָדעם | אָדעס | ווילנע | יעקאַטערינאָסלאָוו | קאָלאַראַש | קעלץ | קעשענעוו | ריגע	לוואָוו | לוואָווער | לעמבערג | מאָלדאָוויע	373	525	סאָביים טרופּע	לוואָווער יידישן מלוכה-טעאַטער	ALIGN	ALIGN	2	0.027	0.571	נאַטאַן, נעמי [לעווענטאַל] | פֿאַכלער ראָזאַ		
ORG-C00539	ORG-C01203	טאָג	קונדס	Journals/ Newspapers	Journals/ Newspapers	וואַרשע | ווילנע | ניו יאָרק | ניו-יאָרק | פּעטערבורג | קראקע | פֿילאַדעלפיע		216		טאָג		ALIGN		2	0.043	0.571	לעבעדיגער דער [חיים גוטמאַן] | מאַרקאָוויטש, לואי [ישראל-לייב מאָרדקאָוויטש]		
ORG-C00384	ORG-C01363	יידישער אַקטיאָרן-יוניע	ניו יאָרקער פּאָבליק טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	ניו יאָרק | ניו יאָרקער | ניו-יאָרק | ניו-יאָרקער	442		Yiddish artists union		ALIGN		2	0.017	0.571	וויטלער, בן ציון | סינקאָף, אייב		
ORG-C00172	ORG-C01814	דער יוּד	דאָס יודישע וואָרט	Journals/ Newspapers	Journals/ Newspapers	קראָקע	קראָקע	219		דער יוּד		ALIGN		2	0.125	0.571	רייז, בנימין חיים | רייזען, אַברהם		
ORG-C00108	ORG-C01640	יידישן אַרטיסטן-פֿאַריין אין פּוילן	ליטעראַרישע בלעטער	Theatre-related Society/ Union	Journals/ Newspapers	וואַרשע | ווילנע | כאָרקאָוו | לאָדזש | לעמבערג | פּאַריז | קיעוו	וואַרשע	442	323	Yiddish artists union	ליטעראַרישע בלעטער	ALIGN	ALIGN	2	0.029	0.571	ווייכערט, מיכאל, דר. | קרעלמאַן, יצחק		
ORG-C00340_Q01	ORG-C02151	נעשאָנאַל-טעאַטער	סטאַר-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָרקער | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער | ניו-יאָרק	ניו יאָרק	118		National Theatre		ALIGN		2	0.016	0.571	טאָמאַשעווסקי, עני | פֿיינמאַן, דיינע		
ORG-C00515_Q01	ORG-C01608	טאַליאַ-טעאַטער	די צייט	Theatre		ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק	וואַרשע | ווארשע | לאָנדאָן	130	637	Thalia Theatre|Bowery Theatre	די צייט	ALIGN	NEW	2	0.022	0.571	מינץ, מייקעל (מיכאל) | פֿיינמאַן, דיינע		
ORG-C00633_Q01	ORG-C02151	פּיפּלס-טעאַטער	סטאַר-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער | ניוּ-יאָרק	ניו יאָרק	120		People's Theatre NY		ALIGN		2	0.025	0.571	טאָמאַשעווסקי, עני | פֿיינמאַן, דיינע		
ORG-C00089	ORG-C00155_Q01	ווינדזאָר-טעאַטער	פּראָגרעסיוו דראַמאַטיק קלוב	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער	ניו יאָרק | ניו-יאָרק	134	363	Windsor Theatre	Progresiv dramatik klub (Progressive Drama Club)	ALIGN	ALIGN	2	0.026	0.571	גאָטליב, לעאָן [לייבוש אהרן] | רייזען, אַברהם		
ORG-C00180_Q01	ORG-C01286_Q01	יידישן קונסט-טעאַטער	אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	ניו יאָרק | ניו-יאָרק	1459		יידישן קונסט-טעאַטער (ניו יאָרק)		ALIGN		2	0.017	0.571	סקולער צבי | שאַפּיראָ, אַננאַ (עני)		
ORG-C02585	ORG-C02586	אַמפּאַל	ישראל באָנדס	Jewish political bodies	Jewish political bodies									2	0.667	0.571	הערי שומער | משה שעיווער		
ORG-C00358	ORG-C01305	מאָרגען זשורנאַל	לאָדזער טאַגעבלאַט		Journals/ Newspapers	ניו יאָרק | ניו-יאָרק	לאָדז | לאָדזער | לאָדזש	660	1523	מאָרגען זשורנאַל	לאָדזער טאַגעבלאַט	NEW	NEW	2	0.059	0.571	אוגער ישעיה | עפּעלבוים ב. (מנחם-בעריש)		
ORG-C01423_Q02	ORG-C02648	סקאַלאַ	'אָפּאָלאַ'-טעאַטער	Theatre		לאָדזש | לאָדזש	לאָדזש	1792	514	סקאַלאַ-טעאַטער	'אָפּאָלאַ'-טעאַטער	NEW	NEW	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C01423_Q02	ORG-C02649	סקאַלאַ	פֿאַראייניקטער טרופּע פֿון 'מוראַנאָווער' טעאַטער	Theatre	Theatre	לאָדזש | לאָדזש		1792		סקאַלאַ-טעאַטער		NEW		2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C01423_Q02	ORG-C02651	סקאַלאַ	צעלמייסטער-פּיקאָן-טרופּע	Theatre	Traveling Company	לאָדזש | לאָדזש	וואַרשע	1792	862	סקאַלאַ-טעאַטער	צעלמייסטער-פּיקאָן-טרופּע	NEW	NEW	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C01423_Q02	ORG-C02652	סקאַלאַ	אַדלערס דראָמאַטישער טרופּע	Theatre	Traveling Company	לאָדזש | לאָדזש		1792	289	סקאַלאַ-טעאַטער	Jacob P. Adler troupe	NEW	ALIGN	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C02648	ORG-C02649	'אָפּאָלאַ'-טעאַטער	פֿאַראייניקטער טרופּע פֿון 'מוראַנאָווער' טעאַטער		Theatre	לאָדזש		514		'אָפּאָלאַ'-טעאַטער		NEW		2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C02648	ORG-C02651	'אָפּאָלאַ'-טעאַטער	צעלמייסטער-פּיקאָן-טרופּע		Traveling Company	לאָדזש	וואַרשע	514	862	'אָפּאָלאַ'-טעאַטער	צעלמייסטער-פּיקאָן-טרופּע	NEW	NEW	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C02648	ORG-C02652	'אָפּאָלאַ'-טעאַטער	אַדלערס דראָמאַטישער טרופּע		Traveling Company	לאָדזש		514	289	'אָפּאָלאַ'-טעאַטער	Jacob P. Adler troupe	NEW	ALIGN	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C02649	ORG-C02651	פֿאַראייניקטער טרופּע פֿון 'מוראַנאָווער' טעאַטער	צעלמייסטער-פּיקאָן-טרופּע	Theatre	Traveling Company		וואַרשע		862		צעלמייסטער-פּיקאָן-טרופּע		NEW	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C02649	ORG-C02652	פֿאַראייניקטער טרופּע פֿון 'מוראַנאָווער' טעאַטער	אַדלערס דראָמאַטישער טרופּע	Theatre	Traveling Company				289		Jacob P. Adler troupe		ALIGN	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C02651	ORG-C02652	צעלמייסטער-פּיקאָן-טרופּע	אַדלערס דראָמאַטישער טרופּע	Traveling Company	Traveling Company	וואַרשע		862	289	צעלמייסטער-פּיקאָן-טרופּע	Jacob P. Adler troupe	NEW	ALIGN	2	1.0	0.571	ברין, מאַקס | ברין, מאַקס		
ORG-C00557	ORG-C04097	וואַרשעווער צענטראָל-טעאַטער	קאָמפּאַנעעץ	Theatre	Traveling Company	וואַרשע | וואַרשעווער	וואַרשע | לאָדזש | קאַווקאַז | קיעוו | ריגע		302		קאָמפּאַניעיעצ'ס טרופּע		ALIGN	2	0.034	0.571	וויינבערג, סאָניע [קאַרל] | ליפּמאַן, משה		
ORG-C00168	ORG-C01860	וואַרשעווער מוראַנאָווער טעאַטער	נחום ליפּאָווסקיס טרופּע	Theatre	Traveling Company	וואַרשע	ווילנע		759		ליפּאָווסקיס טרופּע		ALIGN	2	0.2	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C00168	ORG-C02055	וואַרשעווער מוראַנאָווער טעאַטער	טרופּע פֿון קאַדיש-כאַש	Theatre		וואַרשע			531		טרופּע פֿון קאַדיש-כאַש		NEW	2	0.182	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C00168	ORG-C02730	וואַרשעווער מוראַנאָווער טעאַטער	ש. קרויזען אין טרופּע	Theatre	Traveling Company	וואַרשע			305		Krause Troupe		ALIGN	2	0.25	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C00168	ORG-C02731	וואַרשעווער מוראַנאָווער טעאַטער	לאָדזשער 'פאַרייניקטע טרופּע'	Theatre	Traveling Company	וואַרשע	לאָדזש		771		טיטעלמאַנס טרופּע		ALIGN	2	0.222	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C01860	ORG-C02055	נחום ליפּאָווסקיס טרופּע	טרופּע פֿון קאַדיש-כאַש	Traveling Company		ווילנע		759	531	ליפּאָווסקיס טרופּע	טרופּע פֿון קאַדיש-כאַש	ALIGN	NEW	2	0.286	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C01860	ORG-C02730	נחום ליפּאָווסקיס טרופּע	ש. קרויזען אין טרופּע	Traveling Company	Traveling Company	ווילנע		759	305	ליפּאָווסקיס טרופּע	Krause Troupe	ALIGN	ALIGN	2	0.5	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C01860	ORG-C02731	נחום ליפּאָווסקיס טרופּע	לאָדזשער 'פאַרייניקטע טרופּע'	Traveling Company	Traveling Company	ווילנע	לאָדזש	759	771	ליפּאָווסקיס טרופּע	טיטעלמאַנס טרופּע	ALIGN	ALIGN	2	0.4	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C02055	ORG-C02730	טרופּע פֿון קאַדיש-כאַש	ש. קרויזען אין טרופּע		Traveling Company			531	305	טרופּע פֿון קאַדיש-כאַש	Krause Troupe	NEW	ALIGN	2	0.4	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C02055	ORG-C02731	טרופּע פֿון קאַדיש-כאַש	לאָדזשער 'פאַרייניקטע טרופּע'		Traveling Company		לאָדזש	531	771	טרופּע פֿון קאַדיש-כאַש	טיטעלמאַנס טרופּע	NEW	ALIGN	2	0.333	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C02730	ORG-C02731	ש. קרויזען אין טרופּע	לאָדזשער 'פאַרייניקטע טרופּע'	Traveling Company	Traveling Company		לאָדזש	305	771	Krause Troupe	טיטעלמאַנס טרופּע	ALIGN	ALIGN	2	0.667	0.571	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ] | ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		
ORG-C00103	ORG-C03208	ווילנער טרופּע	פּוילישעס טעאַטער	Company on Tour	Theatre	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	לאָדזש | לאדזש	551	1794	ווילנער טרופּע	פּוילישעס טעאַטער	ALIGN	NEW	2	0.011	0.571	נאַטאַן, נעמי [לעווענטאַל] | נאַטאַן, שמחה		
ORG-C00276	ORG-C00481_Q01	הבימה	פרייע יידישע פֿאָלקס-בינע	Company on Tour	Theatre	ביאַליסטאָק | וואַרשע | ווין | ליפּקאָן | מאָסקווע | מעץ | ניו יאָרק | תּל-אָבֿיבֿ	ווין | ווינער	266		Habima		ALIGN	SPLIT	2	0.032	0.571	בימקאַ פֿישל | זאַוואָדזקי, דוב		
ORG-C00103	ORG-C03590	ווילנער טרופּע	מאָריס שוואַרצס יידישן קונסט-טעאַטער	Company on Tour	Theatre	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	ניו יאָרק	551		ווילנער טרופּע		ALIGN		2	0.011	0.571	מאָרעווסקי, אַברהם (מנקר] | סאַמבערג, א. [יצחק-אייזיק סאָמבאָרק]		
ORG-C00741_Q01	ORG-C00918	האָי-סקול	קאָלאָמביאַ אוניווערזיטעט	Education	Education	שיקאָגאָ	נ. י. | ניו יאָרק					DESCRIPTIVE		2	0.057	0.571	טאָמאַשעווסקי, הער (הערש-יונה) | סקולער צבי		
ORG-C00114_Q01	ORG-C01597	הזמיר	קאַמינסקיס טעאַטער	Musical organization	Traveling Company	וואַרשע | נאָוואַראַדאָמסק	וואַרשע		809		טרופּע פֿון א. י. קאַמינסקי	SPLIT	ALIGN	2	0.039	0.571	טיימאַן, משה | שווייד, מאַרק [וואָלף-מרדכי]		
