mention_surface	source_sheet	occurrences	as_heading	alternative_heading	notes	match_method	matched_person_ids	n_matched	db_id	db_status
איזידאָר ליליען	full	11.0	ליליען, איזידאָר			exact	P-2-facs_148_r	1	2304	ok
איזידאָר לעווענשטיין	full	2.0	לעווענשטיין, איזידאָר (אַפֿרים-יצחק)			exact	P-2-facs_187_tr_1744279120	1	2253	ok
איזידאָר לעש	full	2.0	לעש, יצחק [איזידאָר לעשטשינסקי]			exact	P-2-facs_194_tr_1744279150	1	2203	ok
איזידאָר מעלצער	full	7.0	מעלצער, איזידאָר			exact	P-2-facs_285_tr_1744280833	1	2437	ok
איזידאָר עלגאָרד	full	1.0	עלגאַרד, איזידאָר (יצחק-לייב)			exact	P-2-facs_391_tr_1744366853	1	1561	ok
איזידאָר צוקערמאַן	full	2.0	צוקערמאַן, איזידאָר			exact	P-7-facs_24_tr_1756894820	1	3431	ok
איזידאָר קעשיער	full	8.0	קעשיר איזידאָר [זישע קאַסירער]			exact	P-3-facs_289_tr_1755803006	1		no_db_alignment
איזידאָר קעשיר	full	3.0	קעשיר איזידאָר [זישע קאַסירער]			exact	P-3-facs_289_tr_1755803006	1		no_db_alignment
איטע זאַנדבערג	full	2.0	זאַנדבערג, יוליאַ [טויבע-איטע ספּעקטאָר]		לא בטוחה	exact	P-1-facs_390_tr_1739715054	1	3347	ok
איטשע גלאַנץ	full	1.0	גלאַנץ, א.			exact	P-1-facs_259_r_2	1		no_db_alignment
איטשע דייטש	full	1.0	דייטש, שייע			exact	P-5-facs_434_tr_1739221689	1	1493	ok
אייב האַרט	full	1.0	האַרט, אייב [אַברהם העכט]			exact	P-1-facs_309_r_13	1	1974	ok
אייב לאַקס	full	3.0	לאַקס, אַברהם			exact	P-2-facs_111_tr_1744279150	1	2215	ok
אייב סינקאָף	full	2.0	סינקאָף, אייב			exact	P-2-facs_355_r_4	1	2985	ok
אייב קאַהאַן	full	2.0	קאַהאַן, אב [רהם]			exact	P-4-facs_334_tr_1754998419	1	883	ok
אייב קאָגוט	full	3.0	קאָגוט, אייב			exact	P-4-facs_321_tr_1754998460	1	2130	ok
איידא פֿיין	full	1.0	פֿיין, איידאָ (ראָבינאָוויטש]			exact	P-4-facs_59_tr_1753681938	1	1625	ok
איידא קרעמער	full	1.0	קרעמער איידא			exact	P-6-facs_459_tr_1747930172	1	2159	ok
איידאַ גאָלדשטיין	full	2.0	גאָלדשטיין, איידא			exact	P-1-facs_204_tr_1741260315	1	1847	ok
איידאַ מאַגידזאָהן	full	1.0	מאַגידזאָהן, איידאַ [סטאָן]			exact	P-2-facs_212_r	1	2372	ok
איידאַ פֿיין	full	1.0	פֿיין, איידאָ (ראָבינאָוויטש]			exact	P-4-facs_59_tr_1753681938	1	1625	ok
אייווען אַבראַמסאָן	full	1.0	אַבראַמסאָן, אייוואָן			exact	P-1-facs_20_tr_1740515229	1	735	ok
אייזיק אָבערמאַן	full	1.0	האָבערמאַן, יאָזעף			exact	P-1-facs_303_tr_1741260404	1	1957	ok
אייזיק בערמאַן	full	1.0	בעקער, ראָזאַ [זילבערט]			exact	P-1-facs_114_tr_1740520993|P-7-facs_41_r	2	1236	ok
אייזיק גאָלדבערג	full	4.0	גאָלדבערג אייזיק			exact	P-6-facs_182_tr_1747825093	1	3800	ok
אייזיק וויינשטאָק	full	3.0	וויינשטאָק, אייזיק			exact	P-1-facs_361_r_6	1	3160	ok
אייזיק ליובעצקי	full	1.0	לובריצקי, אייזיק-יאַנקעל			exact	P-2-facs_115_tr_1744279181	1	2354	ok
אייזיק מילער	full	1.0	לובריצקי, אייזיק-יאַנקעל			exact	P-2-facs_115_tr_1744279181	1	2354	ok
אייזיק סאַמבערג	full	15.0	סאַמבערג, אַ. [יצחק-אייזיק סאַמבאָרעק]			exact	P-2-facs_327_tr_1744365756	1	2824	ok
אייזיק ראָטמאַן	full	2.0	ראָטמאַן, אייזיק			exact	P-7-facs_56_r	1	3648	ok
אייזיק-מאיר דיק	full	4.0	דיק, אייזיק (יצחק) מאיר			exact	P-1-facs_298_tr_1741260446	1	1499	ok
איירווינג דדרייקאָבסאָן	full	1.0	דזשייקאָבסאָן, אוירווינג			exact	P-1-facs_291_tr_1741260462	1	2054	ok
איליא קאָריק	full	1.0	קאָריק, איליאַ			exact	P-7-facs_60_tr_1756359809	1	3645	ok
איליאַ טרילינג	full	3.0	טרילינג, איליאַ (סימאָן)			exact	P-2-facs_56_tr_1744131372	1	3092	ok
איסאַ קרעמער	full	1.0	קרעמער איסאַק			exact	P-5-facs_414_tr_1739222259	1	2158	ok
איסר בעזמאַן	full	3.0	בעזמאַן, איסר			exact	P-1-facs_110_tr_1740520986	1	1292	ok
איציק אייכל	full	1.0	אייכעל, יצחק			exact	P-1-facs_44_tr_1740521158	1	1600	ok
איציק העלער	full	1.0	העלער איציק [הערשקאָוויטש]			exact	P-5-facs_86_tr_1733059453	1	1982	ok
איציק פערקויף	full	1.0	פערקויף, איגנאין [יצחק]			exact	P-3-facs_283_tr_1755674206	1		no_db_alignment
איציק-מענדל בערגמאַן	full	2.0	בערגמאַן, איציק-מענדל			exact	P-1-facs_115_r_6	1	1266	ok
איציקל גאָלדנבערג	full	1.0	גאָלדענבערג איציקל			exact	P-1-facs_153_tr_1740521008	1	1826	ok
איציקל גאָלדענבורג	full	11.0	גאָלדענבערג איציקל			exact	P-1-facs_153_tr_1740521008	1	1826	ok
איציקל גאָלדענבורג-קאַנאַפּאָוו-סעגאָל	full	1.0	גאָלדענבערג איציקל			exact	P-1-facs_153_tr_1740521008	1	1826	ok
איציקל גאָלדענבערג	full	28.0	גאָלדענבערג איציקל		(לבדוק פירוק לשם פרטי ושם משפחה)	exact	P-1-facs_153_tr_1740521008	1	1826	ok
איציקל גאָלדענבערנ	full	2.0	גאָלדענבערג איציקל			exact	P-1-facs_153_tr_1740521008	1	1826	ok
איציקל גאָליענבערג	full	1.0	גאָלדענבערג איציקל			exact	P-1-facs_153_tr_1740521008	1	1826	ok
איר בעזמאַן	full	1.0	בעזמאַן, איסר			exact	P-1-facs_110_tr_1740520986	1	1292	ok
אירענאַ וועליש	full	1.0	וועליש, העלענאַ [איינווענטאַרזש]			exact	P-4-facs_332_tr_1754998445	1	3176	ok
אליהו זאַלודקאָווסקי	full	1.0	זאָלודקאָווסקי, אליהו			exact	P-1-facs_389_tr_1739715091	1	3343	ok
אליהו קרעטשמאַר	full	1.0	ליליפּוט [גבריאל-הירש קרעטשמער]			exact	P-2-facs_152_tr_1744279180	1	2301	ok
אליקום צונזער	full	12.0	צונזער, אליקום			exact	P-1-facs_88_r_10	1		no_db_alignment
אסתר גאָלדענבערג	full	2.0	גאָלדענבערג, אַסתר			exact	P-5-facs_354_tr_1739222151	1	1824	ok
אסתר גלאַזער	full	2.0	ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]		לא בטוחה	exact	P-2-facs_157_r_3	1	2320	ok
אסתר גליקמאַן	full	2.0	גליקמאַן, אַסתר			exact	P-1-facs_259_tr_1741260211	1	1790	ok
אסתר גרובער	full	2.0	גרובער, אסתר			exact	P-5-facs_180_tr_1736588912	1	3504	ok
אסתר גריבער	full	1.0	גרובער, אסתר			exact	P-5-facs_180_tr_1736588912	1	3504	ok
אסתר האַלפּערן	full	1.0	"טעאַטער-מוזיי א""נ פֿון אסתר-רחל קאַמינסקי ביים ייוו""א."			exact	P-2-facs_49_r_4	1		no_db_alignment
אסתר וואָלערשטיין	full	17.0	וואָלערשטיין, אסתר [גאָלדשטיין]			exact	P-1-facs_340_tr_1741260473	1	3203	ok
אסתר ליפּאָווסקאַ (גלאזערוואָלסקא)	full	1.0	ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]			exact	P-2-facs_157_r_3	1	2320	ok
אסתר ליפּאָווסקי	full	1.0	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]			exact	P-5-facs_74_tr_1733059496	1	2320	ok
אסתר נעראָסלאַווסקאַ	full	1.0	נעראָסלאַווסקאַ, אסתר			exact	P-2-facs_323_tr_1744365725	1	2555	ok
אסתר סאָלאָמאָנעסקן	full	1.0	נעראָסלאַווסקאַ, אסתר			exact	P-2-facs_323_tr_1744365725	1	2555	ok
אסתר סטאָלאַרסקי	full	1.0	בראַנשטיין, אסתר [סטאָלאַרסקאַיאַ]			exact	P-1-facs_136_tr_1740521121	1	1408	ok
אסתר פּערלמאַן	full	10.0	פּערלמאַן, אסתּר			exact	P-3-facs_129_r	1		no_db_alignment
אסתר פיעלד	full	1.0	פיעלד אסתר [קאָרנבליט]			exact	P-3-facs_333_tr_1756059823	1		no_db_alignment
אסתר פעלד	full	1.0	פיעלד אסתר [קאָרנבליט]			exact	P-3-facs_333_tr_1756059823	1		no_db_alignment
אסתר פערקויף	full	2.0	סאַמואילאָוו, אסתר (פּידלער, פערקויף]			exact	P-2-facs_329_tr_1744365807	1	2827	ok
אסתר פֿילד	full	2.0	פיעלד אסתר [קאָרנבליט]		לא בטוחה	exact	P-3-facs_333_tr_1756059823	1		no_db_alignment
אסתר פֿיעלד	full	1.0	פיעלד אסתר [קאָרנבליט]			exact	P-3-facs_333_tr_1756059823	1		no_db_alignment
אסתר-רחל קאַמינסקאַיאָ	full	1.0	"טעאַטער-מוזיי א""נ פֿון אסתר-רחל קאַמינסקי ביים ייוו""א."			exact	P-2-facs_49_r_4	1		no_db_alignment
אסתר-רחל קאמינסקאַ	full	72.0	קאָמינסקי, אַסתר-רחל [האַלפערן]			exact	P-6-facs_300_tr_1747928891	1	3610	ok
אסתר-רחל קאמינסקי	full	51.0	"טעאַטער-מוזיי א""נ פֿון אסתר-רחל קאַמינסקי ביים ייוו""א."			exact	P-2-facs_49_r_4	1		no_db_alignment
אפרים בראָדער	full	1.0	בראָדער אַפֿרים [שער?]			exact	P-1-facs_127_tr_1740521137	1	1399	ok
אשר פֿייערשטיין	full	1.0	פֿייערשטיין, אַשר [זעליג גאַבעל ?]			exact	P-1-facs_132_tr_1740520959	1	1635	ok
בּוּנעם בּדחן	full	7.0	בונעם בדחן [בונעם משיזשיק]			exact	P-1-facs_82_tr_1740520982	1	1427	ok
בּעני שיינגאָלד	full	3.0	שעהנגאַלד בעני			exact	P-4-facs_86_tr_1753938260	1	2939	ok
באַרזשער וועלול	full	1.0	באַרזשער, וועלוועל			exact	P-1-facs_131_r_7	1		no_db_alignment
באַרסקאַ (-פישער)	full	1.0	באַרסקאַ-פֿישער ליזאַ			exact	P-1-facs_81_tr_1740521184	1	1229	ok
באַשע ליבגאָלד	full	1.0	ליבגאָלד, באַסיע			exact	P-5-facs_271_tr_1739221089	1		no_db_alignment
באָריס אַבראַמאָוו	full	3.0	אַבראַמאָוו, באָריס [פּיינלאַנד]			exact	P-6-facs_108_r_4	1	1104	ok
באָריס אַלטמאַן	full	5.0	אַלטמאַן, בּאָריס			exact	P-1-facs_47_r_2	1		no_db_alignment
באָריס אויערבאַך	full	8.0	אויערבאַך, בּאָריס [בן-ציון]			exact	P-1-facs_37_tr_1740520982	1	1193	ok
באָריס וויינער	full	1.0	וויינער באָריס			exact	P-1-facs_360_TextRegion_1710852654922_221	1	3220	ok
באָריס טאָמאַשעווסקי	full	129.0	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]			exact	P-2-facs_10_tr_1743943373	1	693	ok
באָריס טורגעל	full	1.0	טורגעל, באָריס			exact	P-5-facs_202_tr_1739221569	1	3521	ok
באָריס סעגאָל	full	1.0	סעגאַל, באָריס			exact	P-2-facs_361_tr_1744366818	1	2873	ok
באָריס ראָזענטאַל	full	6.0	ראָזענטאָל, באָריס			exact	P-6-facs_149_tr_1747825109	1	2782	ok
באָריס רייסקי	full	1.0	רייסקי, באָריס,			exact	P-5-facs_423_r_3	1	2753	ok
באָריסאָוואָ (בעטי)	full	1.0	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]			exact	P-4-facs_142_tr_1754377600	1	1359	ok
באריס טאָמאַשעפסקי	full	1.0	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]			exact	P-2-facs_10_tr_1743943373	1	693	ok
בונים טשיזשיק	full	1.0	טשיזשיק, בוּנעם			exact	P-2-facs_57_tr_1744131453	1	1427	ok
בונעם בדחן (טשיזשיק)	full	1.0	בונעם בדחן [בונעם משיזשיק]			exact	P-1-facs_82_tr_1740520982	1	1427	ok
בועז יאָנג	full	25.0	יאָנג, בערנאַרד [בועז יונגוויץ]			exact	P-2-facs_65_tr_1744131354	1	3320	ok
בועז יאָנג-יאָנגוויץ	full	1.0	יאָנג, בערנאַרד [בועז יונגוויץ]			exact	P-2-facs_65_tr_1744131354	1	3320	ok
בועז יאָנגוויץ	full	4.0	יאָנג, בערנאַרד [בועז יונגוויץ]			exact	P-2-facs_65_tr_1744131354	1	3320	ok
בועז יונגוויץ-יאָנג	full	1.0	יאָנג, בערנאַרד [בועז יונגוויץ]			exact	P-2-facs_65_tr_1744131354	1	3320	ok
ביילע ראָזענבלום	full	1.0	ראָזענבלום בעטי [ביילע]			exact	P-6-facs_104_tr_1747825074	1	2778	ok
בינע אַבראַמאָוויטש	full	16.0	אַבראַמאָוויטש, בינע [פוקס]			exact	P-1-facs_18_TextRegion_1711991747546_2519	1	742	ok
בינע פֿוקס	full	1.0	אַבראַמאָוויטש, בינע [פוקס]			exact	P-1-facs_18_TextRegion_1711991747546_2519	1	742	ok
בירך שאָפֿיר	full	1.0	שאַפֿיר, בירך (בענעדיקט)			exact	P-1-facs_133_tr_1740521134	1	2842	ok
בלאַנק אַברהם	full	1.0	בלאַנק, אַברהם			exact	P-1-facs_101_tr_1740521152	1	1321	ok
בן ציון בערדיטשעווסקי	full	1.0	בערדיטשעווסקי, כן-ציון [בערדיטשעווער]			exact	P-1-facs_117_tr_1740520947	1	1258	ok
בן ציון קאַץ	full	1.0	קאַץ, בן-ציון			exact	P-4-facs_381_tr_1755030081	1	2093	ok
בן-ציון מיכטאַם	full	1.0	מיכטאָם, בן-ציון (בענציע)			exact	P-5-facs_336_tr_1739222350	1	2464	ok
בן-ציון סיגאַָ	full	1.0	סיגאַל, בן-ציון			exact	P-5-facs_169_tr_1735652581	1	2871	ok
בן-ציון סעגאַל	full	3.0	סיגאַל בן-ציון		יש 2 אפשרויות	exact	P-2-facs_343_r_5	1	2871	ok
בנימין בלאַנק	full	6.0	ראָזענטאָל, באָריס			exact	P-6-facs_149_tr_1747825109	1	2782	ok
בנימין דענצים	full	1.0	דענציס, כנימין			exact	P-1-facs_131_tr_1740521179	1	1486	ok
בנימין זוסקין	full	6.0	זוסקין, בנימין			exact	P-1-facs_399_tr_1739715070	1	3433	ok
בנימין עפּשטיין	full	1.0	עפּשטיין, בנימין			exact	P-2-facs_402_tr_1744366872|P-5-facs_264_tr_1739221900	2	1578	ok
בנימין שוואַרצער	full	1.0	שוואַרצער בנימין			exact	P-6-facs_432_tr_1747930458	1	3795	ok
בנציון פּאַלעפּאַדע	full	17.0	אונדזערע בויער			exact	P-4-facs_651_tr_1755030219|P-5-facs_595_r_18|P-6-facs_650_tr_1747931534	3		no_db_alignment
בעטי בלייכמאַן	full	2.0	בלייכמאַן, בעטי [ביילע קאַץ]			exact	P-1-facs_107_tr_1740521167	1	1325	ok
בעטי גוטענטאָג	full	1.0	גוטענטאָג, בערטאָ [אַקסעלראָד]			exact	P-1-facs_252_tr_1741260224	1	1945	ok
בעטי גערטנער	full	1.0	גערטנער בעטי			exact	P-1-facs_266_tr_1741260244	1	1754	ok
בעטי גערטנער-גאָלדין	full	1.0	גערטנער בעטי			exact	P-1-facs_266_tr_1741260244	1	1754	ok
בעטי דזשייקאָבס	full	3.0	דזשייקאָבס, בעטי [טרייטלער]			exact	P-1-facs_291_tr_1741260443	1	2050	ok
בעטי ווינאָוויטש	full	2.0	ווינאָוויטש, בעטי			exact	P-1-facs_378_tr_1739715267	1	3187	ok
בעטי סימאַנאָוו	full	1.0	סימאָנאָף, בעטי			exact	P-2-facs_352_tr_1744365752	1	2982	ok
בעטי פּערלאָוו	full	2.0	פּערלאָוו, בעטי [ראָזענבערג]			exact	P-3-facs_128_tr_1754820291	1		no_db_alignment
בעטי קאָמפּאַנעעץ	full	1.0	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]			exact	P-4-facs_142_tr_1754377600	1	1359	ok
בעטי ראַבינאָוויטש	full	2.0	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]		לא בטוחה	exact	P-4-facs_142_tr_1754377600	1	1359	ok
בעטי ראָזענבלום	full	1.0	ראָזענבלום בעטי [ביילע]			exact	P-6-facs_104_tr_1747825074	1	2778	ok
בעל דידזשאַ	full	1.0	דידזשאַ, בעל [באַנדער]			exact	P-3-facs_329_tr_1756058147	1		no_db_alignment
בעל סטאַרי	full	1.0	סטאַר, הערי			exact	P-2-facs_340_tr_1744365805	1	3022	ok
בעלאַ בעיקער	full	1.0	בעיקער בעל			exact	P-1-facs_110_tr_1740520985	1	1219	ok
בעלאַ בעלערינאַ	full	5.0	בעלערינאַ, בעלאַ [רובינליכט]			exact	P-1-facs_113_tr_1740521032	1	1248	ok
בעלאַ גודינסקא	full	2.0	גודינסקאַ, בעלאַ			exact	P-1-facs_250_tr_1741260264	1	1935	ok
בעלאַ גודינסקי	full	1.0	גודינסקאַ, בעלאַ			exact	P-1-facs_250_tr_1741260264	1	1935	ok
בעלאַ האַנדפוס	full	1.0	האַנדפוס ביילע [אַריעל]			exact	P-1-facs_307_tr_1741260374	1	1969	ok
בעלאַ מייזעל	full	3.0	מייזעל, בעלאַ			exact	P-2-facs_256_tr_1744280809	1	2529	ok
בעלאַ מעל	full	1.0	מייזעל, בעלאַ			exact	P-2-facs_256_tr_1744280809	1	2529	ok
בעלאַ נאַדעל	full	2.0	נאַדעל בעלאַ [נאַדאָלסקי]			exact	P-2-facs_305_tr_1744365745	1	2531	ok
בעלאַ פינקל	full	1.0	פינקעל, בעלאַ			exact	P-4-facs_201_tr_1754998569	1	1646	ok
בעלאַ פינקעל	full	2.0	פינקעל, בעלאַ			exact	P-4-facs_201_tr_1754998569	1	1646	ok
בעלאַ פישמאַן	full	1.0	בעלאַ און יעקב פישמאַן		split	exact	P-6-facs_656_tr_1747931530	1	1677	ok
בעלאַ פרענק	full	1.0	פרענק בעלאַ			exact	P-6-facs_72_r_192	1	3577	ok
בעלאַ קאַץ	full	1.0	בלייכמאַן, בעטי [ביילע קאַץ]			exact	P-1-facs_107_tr_1740521167	1	1325	ok
בען באַנוס	full	7.0	באַנוס, בען			exact	P-3-facs_359_tr_1755856143	1		no_db_alignment
בענדזשאמין לייקין	full	1.0	בענדזשאמין לייקין			exact	P-6-facs_660_tr_1747931528	1	3802	ok
בעני אַבעלמאַן	full	3.0	אַבּעלמאַן, בעני [ברוך-משה]			exact	P-6-facs_11_tr_1747745181	1		no_db_alignment
בעני אַדלער	full	7.0	אַדלער בעני			exact	P-1-facs_21_tr_1740515226	1	1116	ok
בעני זיידמאַן	full	1.0	זיידמאַן, בּעני			exact	P-1-facs_401_r_5_1	1		no_db_alignment
בעני שענגאָלד	full	2.0	שעהנגאַלד בעני			exact	P-4-facs_86_tr_1753938260	1	2939	ok
בענציע מיכטאַם	full	1.0	מיכטאָם, בן-ציון (בענציע)			exact	P-5-facs_336_tr_1739222350	1	2464	ok
