source_sheet	volume	xml_id	heading	index_unmatched	extras
volume 7 align	7.0	facs_36_r_2	טאַליני, נינאַ [ווינאָקור]		
volume 7 align	7.0	facs_41_tr_1756359817	טיקמאַן, יעקב		
volume 7 align	7.0	facs_62_tr_1756359784	יעווינאַ		
volume 7 align	7.0	facs_8_r_3	כענקין, וויקטאָר (וולאַדימיר)		
volume 7 align	7.0	facs_23_tr_1756894461	כץ, איזאַק		
volume 7 align	7.0	facs_21_tr_1756831761	כץ, חבל		
volume 7 align	7.0	facs_68_tr_1756359771	לעווינשטיין, אַנאַ		
volume 7 align	7.0	facs_49_r_3	מאָיאַראָוויטש, ה. [הערשל]		
volume 7 align	7.0	facs_108_r_5	מוראָוואַנע, ז. ג.		
volume 7 align	7.0	facs_76_r_2	מושקאַט, מאַקס [מאַריאַן]		
volume 7 align	7.0	facs_54_r_10	מיימאַן, רות [פישמאַן]		
volume 7 align	7.0	facs_59_tr_1756359795	מילער, בוזי		
volume 7 align	7.0	facs_25_tr_1756895087	מעדוועדיעוו, יעקב		
volume 7 align	7.0	facs_107_tr_1757329751	מרגליות, אַליהו		
volume 7 align	7.0	facs_72_r_9	מרגליות, אפֿרים [אַבד׳ם]		
volume 7 align	7.0	facs_72_tr_1757228897	מרגליות, בער		
volume 7 align	7.0	facs_73_r	מרגליות, יצחק [בראָדער]		
volume 7 align	7.0	facs_103_r_1	נוגער, א. פ.		
volume 7 align	7.0	facs_86_tr_1757228903	סאַנץ, אַדאָ		
volume 7 align	7.0	facs_77_r_5	סטראקאווער [?]		
volume 7 align	7.0	facs_103_tr_1757321271	סטריזשעווסקי, ד.		
volume 7 align	7.0	facs_77_tr_1757228916	סיגאָל, א.		
volume 7 align	7.0	facs_108_r	סיגאַלאָווסקאַ, לענאַ		
volume 7 align	7.0	facs_32_tr_1756359774	ערנסט, שמעון		
volume 7 align	7.0	facs_78_r	פּאָדאָלסקאַיאָ, צילע		
volume 7 align	7.0	facs_68_tr_1756359775	פּאָלינאָוואָ, [?]		
volume 7 align	7.0	facs_31_tr_1756359774	פיביך, סאָרע		
volume 7 align	7.0	facs_59_tr_1756359798	פידעל, משה		
volume 7 align	7.0	facs_77_tr_1757228908	פֿייגין, הערש		
volume 7 align	7.0	facs_31_tr_1756359777	פֿיליב, שמואל		
volume 7 align	7.0	facs_108_tr_1757330142	פינקעל, מאיר		
volume 7 align	7.0	facs_82_tr_1757228891	פינקעלקרויט, דניאל		
volume 7 align	7.0	facs_87_r	פישזאָן, אַברהם		
volume 7 align	7.0	facs_84_r_2	פישמאַן, בערנאַרד		
volume 7 align	7.0	facs_38_tr_1756359805	פישער כאיע		
volume 7 align	7.0	facs_84_tr_1757228895	פֿישער, אַברהם-אַליעזר		
volume 7 align	7.0	facs_55_tr_1756359778	פלאַפּאַן, יעקב		
volume 7 align	7.0	facs_84_r_5	פלוים, לאה [האָלענדער]		
volume 7 align	7.0	facs_53_r_4	פליישמאַן, מעני [מאיר]		
volume 7 align	7.0	facs_63_tr_1756359790	פעלדמאַן		
volume 7 align	7.0	facs_46_tr_1756359802	פֿרידמאַן, יצחק		
volume 7 align	7.0	facs_52_tr_1756359809	פֿרידמאַן, ישראל		
volume 7 align	7.0	facs_68_r_4	פֿרייליך, ש. [ליטמאן-געלטמאַן]		
volume 7 align	7.0	facs_48_tr_1756359788	צבי בן-מנחם		
volume 7 align	7.0	facs_48_tr_1756359789	צוויט, מרדכי		
volume 7 align	7.0	facs_52_r_11	צווייג, דאָראַטי [מאָשקאָוויטש]		
volume 7 align	7.0	facs_49_r	צווערלינג, סעמיועל		
volume 7 align	7.0	facs_52_r_3	צוקער, חיה [קלאַראַ] [מישניעווסקאַ]		
volume 7 align	7.0	facs_24_tr_1756894820	צוקערמאַן, איזידאָר		
volume 7 align	7.0	facs_30_r_7	צוקערמאַן, מינדל [שנאַפּ]		
volume 7 align	7.0	facs_25_r_3	צוקערמאַן, קלאַראַ [שטיינבערג]		
volume 7 align	7.0	facs_49_tr_1756359774	ציבולעווסקי, יאַנקעוו		
volume 7 align	7.0	facs_14_tr_1756389602	צייזל, הענריק		
volume 7 align	7.0	facs_40_r	צינבערג ישראל		
volume 7 align	7.0	facs_14_r_5	ציפקוס יעקב [יעקב זיידל ציפּעס]		
volume 7 align	7.0	facs_15_r_3	ציפקוס, אַנעטאָ [איטע פּויגעל]		
volume 7 align	7.0	facs_83_tr_1757228886	ציפקינאָ, פֿאָניאַ		
volume 7 align	7.0	facs_46_r_8	קאבאק, יאשא		
volume 7 align	7.0	facs_75_r_1	קאָווענסקאַ, עטל		
volume 7 align	7.0	facs_76_r	קאַטץ, איזידאָר [יצחק-קלמן]		
volume 7 align	7.0	facs_50_tr_1756359800	קאָלמאַנאָוויטש, לייזער		
volume 7 align	7.0	facs_10_r_5	קאָפלער-לעמקאָוו [יעקב?]		
volume 7 align	7.0	facs_10_tr_1756280321	קאָפּעלמאַן, יאָסעף		
volume 7 align	7.0	facs_10_r_7	קאָפּעלמאַן, סאָניע [יאָפע]		
volume 7 align	7.0	facs_64_r_4	קאַרטאָזשינסקי, אָסקאַר [אשר]		
volume 7 align	7.0	facs_60_tr_1756359809	קאָריק, איליאַ		
volume 7 align	7.0	facs_68_tr_1756359770	קאַרלאָס, ג. א.		
volume 7 align	7.0	facs_81_r_7	קאָרנפעלד, לעאָן		
volume 7 align	7.0	facs_52_r_13	קאַרעני, נאַדיאַ [שליפקאָוויטש]		
volume 7 align	7.0	facs_43_tr_1756359812	קלינגער, נתן		
volume 7 align	7.0	facs_38_r_5	קלעבאַנאָוו, א.		
volume 7 align	7.0	facs_81_r_2	קנעלער [?]		
volume 7 align	7.0	facs_78_tr_1757228901	קריסטיאָנס, רודאָלף		
volume 7 align	7.0	facs_34_r	ראָזענטאָל, סאַשאַ (שמעיה פישנאָוו)		
volume 7 align	7.0	facs_56_r	ראָטמאַן, אייזיק		
volume 7 align	7.0	facs_62_r_7	ראָטשטיין, סאָלאָמאָן [שלמה]		
volume 7 align	7.0	facs_37_r_9	ראָלאַנד, וויליאַם (וועלוול כאַסקין)		
volume 7 align	7.0	facs_57_tr_1756359819	רובין, דוד		
volume 7 align	7.0	facs_63_r_10	רופּינאָ, ריוואַ [פּאַדאָלסקאַ]		
volume 7 align	7.0	facs_39_r	שטראַספֿאַגעל, לעאָן		
volume 7 align	7.0	facs_72_r_5	שמואלזאַן [שמוליכסאָן] משה		
volume 7 align	7.0	facs_59_r_5	שערמעל, קלעמענטינאַ (קיילע)		
Volume 5 align	5.0	facs_19_tr_1729944965	אוגער ישעיה		
Volume 5 align	5.0	facs_24_r_159	אוריך, סאמי [שמאי, גדליהו]		
Volume 5 align	5.0	facs_24_tr_1729945242	אוריך, צילע [חיה צילע פעדער]		
Volume 5 align	5.0	facs_25_r_6	אוריך, פּעפּי (פּערל]		אוריך, פּעפּי )פּערל( 7173:5
Volume 5 align	5.0	facs_26_r_861	אידינא [איוואַ שעוואָכאָוויטש]		
Volume 5 align	5.0	facs_26_tr_1729945346	איינהארן, אהרן		
Volume 5 align	5.0	facs_28_tr_1729945273	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל		
Volume 5 align	5.0	facs_29_r_427	בייגעלמאַן, דוד		
Volume 5 align	5.0	facs_31_r_2599	בערגער ראָשעל		
Volume 5 align	5.0	facs_33_r	בערמאַן, אַדאָלף		
Volume 5 align	5.0	facs_35_r_6	אַרנאַלד [א. גינזבורג]		אַרנאָלד )א. גינזבּורג( 7373:5
Volume 5 align	5.0	facs_40_r_105	באלבירסקי, הערש		
Volume 5 align	5.0	facs_41_tr_1733050381	ברין, מאַקס		
Volume 5 align	5.0	facs_43_tr_1733050580	בוים יחיאָל		בּוים, יחיאל 4573:5
Volume 5 align	5.0	facs_45_tr_1733050574	גוטמאַן, יוליוס [יידל] [יהודה-יוסף]		
Volume 5 align	5.0	facs_50_tr_1733050548	גימפּעלף, עמיל (שמואַל-מענדל)		
Volume 5 align	5.0	facs_52_tr_1733050567	וואַקסמאַן, יעקב		
Volume 5 align	5.0	facs_56_r_1	וויינבערג, סאָניע [קאַרל]		
Volume 5 align	5.0	facs_57_tr_1733050594	וויטאַליין פֿרידע [שימעליסקא, לאַפין]		
Volume 5 align	5.0	facs_58_tr_1733050538	וויינגאָלד שלמה [ספירידיאָן וואיק (צ) אַ]		
Volume 5 align	5.0	facs_59_tr_1733050535	זאַנדבערג, צעשיאַ [ראדאָלניק]		זאַנדבּערג, צעשא )ראַדאָלניק( 6873:5
Volume 5 align	5.0	facs_60_tr_1733050526	זאַבלאָצקי, שמעון		זאַבּלאָצקי, שמעון 8873:5
Volume 5 align	5.0	facs_61_tr_1733059383	ווייגאָדסקי, יעקב, דר.		
Volume 5 align	5.0	facs_64_tr_1733059339	זיידערמאַן, דוד		
Volume 5 align	5.0	facs_66_tr_1733059440	זעליגפעלד, זמרה		
Volume 5 align	5.0	facs_68_tr_1733059493	יאָלעס-גימפּעל, מאַלווינאַ		
Volume 5 align	5.0	facs_69_tr_1733059503	טורקאָוו, רחל		
Volume 5 align	5.0	facs_70_tr_1733059368	יאַקובאָוויטש, יעקב		יאַקובאָוויטש, יעקב 7083:5
Volume 5 align	5.0	facs_71_tr_1733059392	כאַש, יוסף		
Volume 5 align	5.0	facs_72_tr_1733059407	כץ, מיכאל		כּץ, מיכאל 2183:5
Volume 5 align	5.0	facs_73_tr_1733059356	לובאַרטאָווסקאַ, צלבה		
Volume 5 align	5.0	facs_74_tr_1733059496	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]		
Volume 5 align	5.0	facs_75_tr_1733059379	ליפּאָווסקי, סאַשאַ (שמחה)		
Volume 5 align	5.0	facs_77_tr_1733059394	מאַקסימאָוו, מ. משה לאָטטע]		
Volume 5 align	5.0	facs_77_tr_1733059398	מאַקסימאָוו, מ. [מלך פּאָקאָי]		
Volume 5 align	5.0	facs_78_tr_1733059340	מאַנדעלבליט, יעקב		
Volume 5 align	5.0	facs_80_tr_1733059422	אַריעל, סאָניאַ [בעזמאַן]		
Volume 5 align	5.0	facs_80_tr_1733059427	אַש. אַברהם [אַברהם אווערבוך]		אַש, אבראם 8283:5
Volume 5 align	5.0	facs_81_tr_1733059413	גורמאַן, גדליה		גורמאן, גדליה 0383:5
Volume 5 align	5.0	facs_82_tr_1733059440	גליקסמאַן, לאַוראַ		
Volume 5 align	5.0	facs_86_tr_1733059453	העלער איציק [הערשקאָוויטש]		העלער, איציק )הערשקאָוויטש( 9383:5
Volume 5 align	5.0	facs_86_tr_1733059457	האַלפּערן, אַברהם		האַלפּערן, אברהם 9383:5
Volume 5 align	5.0	facs_88_tr_1733059455	הערשקאָוויטש, מלך		
Volume 5 align	5.0	facs_89_tr_1733059485	ווייסבערג, רחל		
Volume 5 align	5.0	facs_89_tr_1733059487	ווינטער פֿראַניאַ [פריידל ראָזענראַט]		ווינטער, פראַניאַ )פריידל ראָזענראַט( 6483:5
Volume 5 align	5.0	facs_91_tr_1733059445	ניסענבוים, יעקב		
Volume 5 align	5.0	facs_93_tr_1733059467	צוקער, רעגינא [שוואַרצשטיין]		צוקער, רעגינאַ )שוואַרצשטיין( 3583:5
Volume 5 align	5.0	facs_95_r_9	אָרענשטיין (אָרען), יוסף		אָרענשטיין, )אָרען( יוסף 7583:5
Volume 5 align	5.0	facs_95_tr_1733059363	צימבאַליסט, קאָרל [עקיבאַ]		צימבאַליסט, קאַרל )עקיבא( 8583:5
Volume 5 align	5.0	facs_96_tr_1733059348	קאַליש, לעאָן [לייב]		קאַליש, לעאָן )לייבּ( 9583:5
Volume 5 align	5.0	facs_97_tr_1733059493	פּאַסטאָר משה [מוני] [אַברהם משה פּאַסטערנאַק]		
Volume 5 align	5.0	facs_97_tr_1733059490	קאַץ, זישע		קאַץ, זישע 2683:5
Volume 5 align	5.0	facs_100_r	גראָובאַרט, כנימין		גראובארד, בנימין 7683:5
Volume 5 align	5.0	facs_100_tr_1733059460	קדיש [ק. כאַש]		קדיש )ק. כאַש( 8683:5
Volume 5 align	5.0	facs_103_tr_1733832686	שליט, געניאַ		שליט, געניא 3783:5
Volume 5 align	5.0	facs_106_tr_1733832713	לואי, דוד		
Volume 5 align	5.0	facs_108_tr_1733832724	בליאַכער, שבתי		
Volume 5 align	5.0	facs_110_tr_1733832667	פּאָנאַר		
Volume 5 align	5.0	facs_111_tr_1733832758	לערנער חנה		
Volume 5 align	5.0	facs_112_tr_1733832830	מעסטעל, מאיר		
Volume 5 align	5.0	facs_112_tr_1733832831	נייהוייז, וואָלף		
Volume 5 align	5.0	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).		סארנא, צעשא )הירשפעלד, עליאַן( 6983:5
Volume 5 align	5.0	facs_115_tr_1733832744	גאָטליב, העלענאַ [שלאַגמאַן]		
Volume 5 align	5.0	facs_116_tr_1733832781	סטאָבער אַברהם		סטאבער, אברהם 0093:5
Volume 5 align	5.0	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)		פרידמאַן, פעליקס )פישל( 1093:5
Volume 5 align	5.0	facs_123_tr_1733832749	בערגמאַן, יואל		
Volume 5 align	5.0	facs_124_tr_1733832663	אייזענשטאַט, מרים		אייזענשטאט, מרים 6193:5
Volume 5 align	5.0	facs_126_tr_1733832831	דעססער קלאַראַ [קיילע-טויבע]		
Volume 5 align	5.0	facs_126_tr_1733832830	אַריעל, חיים-דוד		
Volume 5 align	5.0	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה		קארפּינאָוויטש, משה 0293:5
Volume 5 align	5.0	facs_133_tr_1733832671	רייכענבערג, נתן		רייכענבערג, נתן 3393:5
Volume 5 align	5.0	facs_134_tr_1733832740	לאַכטיגער הענרי		
Volume 5 align	5.0	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל		
Volume 5 align	5.0	facs_143_tr_1733832807	צוקער, שלום		צוקער, שלום 3593:5
Volume 5 align	5.0	facs_145_tr_1733832655	ריבאַ, הענריק [חיים]		ריבּא, הענריק )היים( 8593:5
Volume 5 align	5.0	facs_146_tr_1733832663	רעלעס, יעקב		רעלעס, יעקב 0693:5
Volume 5 align	5.0	facs_147_tr_1733832799	קורץ, אַברהם		קורץ, אברהם 1693:5
Volume 5 align	5.0	facs_148_tr_1733832676	שניאור, מ.		שניאור, מ. 4693:5
Volume 5 align	5.0	facs_152_tr_1735651764	סוריץ, משה		
Volume 5 align	5.0	facs_152_tr_1735651774	ראָזענטאַל, לייב		ראָזענטאַל, לייבּ 2793:5
Volume 5 align	5.0	facs_153_tr_1735652603	בורשטיין, משה		
Volume 5 align	5.0	facs_154_tr_1735652626	זיינפעלד, אברהם		זיינפעלד, אברהם 6793:5
Volume 5 align	5.0	facs_158_tr_1735652602	פאַקעל, דאָראַ (דבורה)		פאַקעל, דאָראַ )דבורה( 3893:5
Volume 5 align	5.0	facs_160_tr_1735652649	פֿישער, הערמאַן		פישער, הערמאַן 7893:5
Volume 5 align	5.0	facs_161_tr_1735652635	ראָזען, שמחה		ראָזען, שמחה 0993:5
Volume 5 align	5.0	facs_163_tr_1735652631	פּיעקאַרניק, יעקב		
Volume 5 align	5.0	facs_164_tr_1735652626	שטאָקפעדער, אַברהם [משה]		שטאקפעדער, אברהם )משה( 5993:5
Volume 5 align	5.0	facs_165_tr_1735652613	אַזאַרך, יצחק		אַזאַרך, יצחק 8993:5
Volume 5 align	5.0	facs_167_tr_1735652645	סטאַוו, ליאָנעק [לייבעלע הערבסט]		
Volume 5 align	5.0	facs_168_tr_1735652657	נחמה [ליפּשיץ, קדיש]		ליפּשיץ 2634:5
Volume 5 align	5.0	facs_169_tr_1735652581	סיגאַל, בן-ציון		
Volume 5 align	5.0	facs_169_tr_1735652587	יונגווירט, ערנעסטינע [קערנער]		
Volume 5 align	5.0	facs_170_tr_1735652615	לידין, ב. [אַליהו-ברוך ליוועראַנט]		
Volume 5 align	5.0	facs_170_tr_1735652620	אָלקעניצקי, אומע (פֿרומע)		אָלקעניצקי, אומע )פרומע( 8004:5
Volume 5 align	5.0	facs_171_tr_1736588917	דעססער עמאַנועל		
Volume 5 align	5.0	facs_172_tr_1736589034	זעלווער משה		
Volume 5 align	5.0	facs_173_tr_1736588922	זובאַק סאַראַ		זובּאק, סאַראַ 3104:5
Volume 5 align	5.0	facs_173_tr_1736588921	באָלק, זייגמונט		בּאָלק, זיגמונד 3104:5
Volume 5 align	5.0	facs_173_r	זובאַק ישראל		זובּאק, ישראל 4104:5
Volume 5 align	5.0	facs_174_tr_1736589029	ראָזאַניעצקי, אָזיאַש		ראזאניעצקי, אזיאש 5104:5
Volume 5 align	5.0	facs_174_tr_1736589025	גימפּעל, אַדאָלף		
Volume 5 align	5.0	facs_175_tr_1736588934	אַמזעל, וואָלף		
Volume 5 align	5.0	facs_175_tr_1736588953	בורשטיין, מינאַ [האַלפּערן]		בּורשטין, מינאַ )האַלפּערן( 8104:5
Volume 5 align	5.0	facs_175_tr_1736588948	וולאַדיך, וועלוול		וולאדיר, וועלוול 8104:5
Volume 5 align	5.0	facs_176_tr_1736589036	גוטמאַן, קלמן		
Volume 5 align	5.0	facs_176_tr_1736589046	דורמאַשקין, וואָלף		דורמאשקין, וואָלף 9104:5
Volume 5 align	5.0	facs_177_tr_1736589074	וויידע, משה		וויידע, משה 1204:5
Volume 5 align	5.0	facs_178_tr_1736588958	בראָדסקי, מוסיאַ		בּראדסקי, מוסיא 3204:5
Volume 5 align	5.0	facs_178_tr_1736588955	וויינבערג, קאַרל [חיים הערבסט]		
Volume 5 align	5.0	facs_178_tr_1736588957	וויינטרויב-גראַף, לאה		
Volume 5 align	5.0	facs_179_tr_1736589033	זיידע, חוה		זיידע, חוה 5204:5
Volume 5 align	5.0	facs_179_tr_1736589024	זיידערמאַן, האַרי		זיידערמאַן, האַרי 6204:5
Volume 5 align	5.0	facs_180_tr_1736588913	מאַרסאַלאָוו, ר. [ראובן מאַנדעלבוים]		
Volume 5 align	5.0	facs_180_tr_1736588912	גרובער, אסתר		גרובער, אסתר 7204:5
