mention	occurrences	as_heading	alternative_heading	notes
בלאָק	1.0	בלאָק[ך] יעטע		
בלאשטיין	1.0			
בלוישטיין	1.0			
בלומענזאָן	1.0			
בלומקע	1.0			
בליאַכער	1.0	בליאַכער מנחם (מיטיע)	בליאַכער, שבתי	
בלייכמן	1.0	אַקסעלראָד, מיני [בלייכמאַן]	בלייכמאַן, בעטי [ביילע קאַץ]	
בליכער	1.0			
בלענטש	1.0			
בן-אַלי	1.0	בן-אלי [מאטיאס גרינבערג]		
בן-גוריונס	1.0			
בן-לוי	1.0			
בן-פּנחס	1.0			
"בע""שט"	1.0			
בעדנאָרטשיק	1.0			
בעזמאַן-יאָנג	1.0			
בעטהאָווען	1.0			
בעל	1.0	בעיקער בעל	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	
בעלאַיעוו	1.0			
בעלאָצערקאָווסקי	1.0			
בעלזאָצקי	1.0			
בעליאַיעוו	1.0			
בעליאָעוו	1.0			
בעללוי	1.0	בדחן, שלמה [בעללויאַ]		
בעלמאַן	1.0			
בעלעגאָלאָווסקי	1.0	בעלעגאָלאָווסקאַ, אַננאַ (חנה)		
בעלקינד	1.0			
בענואָ	1.0			
בענעווענטאָ	1.0			
בעקי	1.0	גאָלדשטיין, בעקי [מלכה רבקה ראָזענבערג]		
בּעקער	1.0	בעקער, ראָזאַ [זילבערט]	בעקער, סאַשאַ	
בער	1.0	האָראָוויץ, בער		
בעראַן	1.0			
בעראַנזשע	1.0			
בערדיטשעווסקי	1.0	בערדיטשעווסקי, כן-ציון [בערדיטשעווער]	בערדיטשעווסקי, מיכה יוסף	
בערטאָ	1.0			יש יותר מדי אפשרויות
בערטאנאוו	1.0	בערטאַנאָוו, יהושע [בירטון]		
בערטיל	1.0			
בערטנאָוו	1.0			
בערל	1.0			יש יותר מדי אפשרויות
בערמאָנען	1.0			
בערנאַרד	1.0			יש יותר מדי אפשרויות
בערנער	1.0			
בערנשטייןס	1.0	יהודית [רחל בערנשטיין]		
בערעגאַלסקי	1.0			
בערקאָוויטשי	1.0			
בערקענוואלד	1.0			
בצלאַל-בער	1.0			
בראַגין	1.0			
בראָגינסקאַ	1.0	בראָגינסקאַ כינע [פישזאָן]		
בראָדי	1.0			
בראָדסקי-קאָמיטעט	1.0	בראָדין, מאַקסיס [מאָקס בראָדסקי]	בראָדסקי, אהרן	
בּראָדסקין	1.0			
בראָדערזענגער	1.0	בראָדערזינגער און פֿאָלקסינגער		
בראַווערמאַן	1.0			
בראז	1.0			
בראַטיאַנאַ	1.0			
בראַילאָווסקי	1.0			
בּראלמאַן	1.0			
בראָמסאָזס	1.0			
בראָמסאָן	1.0			
בראַנדט	1.0	"בראַנדט, לואי [„מאָטעלע""]"	בראַנדט, דזשאַנעט	
בראַנדס	1.0	בראַנדעס, שאַול		
בראָניאַ	1.0	בראָניאַ ניומאַן		
בראַניטיין	1.0			
בראָנינאַ	1.0			
בראַנערוויין	1.0			
בראַק	1.0			
ברוידעס	1.0			
ברוין	1.0	ברוין, דוד		
ברוינשטיין	1.0			
ברוך	1.0			יש יותר מדי אפשרויות
ברוסילאָוו	1.0			
ברוקשטיין	1.0			
ברידזשינסקי	1.0			
ברייזבלאַט	1.0			
בריינדל	1.0			
בריינדעלע	1.0			
בריסקין	1.0			
בריע	1.0			
בריקנער	1.0			
ברען	1.0	ברען אַברהם		
ברעסט	1.0			
גאָבעל	1.0			
גאָגאָלס	1.0			
גאָדינער-זעלדין	1.0			
גאָדיק	1.0	גאָדיק, וולאַדיסלאַוו		
גאַדלעוויטש	1.0			
גאַטרי	1.0			
גאַכאַנסקי	1.0	גאַכאַנסקי, אַברהם		
גאָלדאָגי	1.0			
גאָלדאָניס	1.0			
גאָלדין	1.0	גאָלדין, סידני [סאַמועל גאָלדשטיין]		
גאָלדכאַדן	1.0			
גאָלדענבערגן	1.0			
גאָלדפאָדע	1.0			
גאָלדפֿאָדע	1.0			
גאָלדפאַדעם	1.0			
גאָלדפֿאַדעןם	1.0	גאָלדפאַדען, וואָלף	געצייכנט פון אברהם גאָלדפאַדען	
גאָלדפֿאַרען	1.0			
גאָלדפליס	1.0			
גאָלדשמיד	1.0	גאָלדשמידט, יוסף	גאָלדשמידט, יחיאָל	
גאָלוב	1.0			
גאַליטשניקאָוו	1.0			
גאָלינקין	1.0			
גאַלסוואָירטי	1.0			
גאַלעווסקי	1.0			
גאָנז	1.0			
גאַנצווייך	1.0			
גאָסי	1.0	נח און גאָס ריינעם		
גאָראָדעצקי	1.0			
גאַרבאַרזש	1.0			
גאָרדיוס	1.0			
גאָרדיזס	1.0			
גאָרדעצקי	1.0			
גאָרטשאַקאָוו	1.0			
גאָריעוו	1.0			
גאַרלינסקי	1.0			
גאָרסקי	1.0			
גאַרעלאָוו	1.0			
גאַרפילד	1.0			
גוטענטאַגס	1.0	גוטענטאָג, בערטאָ [אַקסעלראָד]	גוטענטאָג, קאַרל	
גוטענטאַנס	1.0			
גוליגיטש	1.0			
גונאַ	1.0			
גוסטאָוו	1.0	שוואַרצבאַרד, גוסטאָוו	בערגער גוסטאוו [גרשון לעמבערגער]	
גוסטיע	1.0			
גורא	1.0			
גושאָן-קאַנע	1.0			
גיזעלאַ-שוואַרץ	1.0			
גיזעץ	1.0			
גיזעקינג	1.0			
גיטל	1.0	שטיין, גיטל	זאָריצקאַ, גיטל [ליפשיץ-זעליגער]	יש עוד אפשרויות
גיטלין	1.0			
גיליניטש	1.0			
גילנער	1.0			
גילראָד	1.0	גילראָד לואי		
גימאָרי	1.0			
גימפּעלס	1.0	גימפּעל, אַדאָלף	יאָלעס-גימפּעל, מאַלווינאַ	
גינטער	1.0	גינטער סאַראַ מייסטערמאַן]	גינטער, נתן	
גיסנעט	1.0	גיסנעט, מאָריס		
גלאָבאָווס	1.0			
גלאַגער	1.0			
גלאָונאָוון	1.0			
גלאָסטאָן	1.0			
גלאָריאָ	1.0			
גליזער	1.0			
גליקמאַנען	1.0			
גנענדל	1.0	גענדעל, הירש	פעי (פֿייגע) גענדעל	
געבילם	1.0			
געבירטיג	1.0	געבירטיג, מרדכי	געבירטיג, מרדכי [בערטיג]	
געדאַליעכע	1.0			
געטעס	1.0			
געלבאַרט	1.0	געלבאַרט, מיכל		
געלער	1.0	געלער, מ.		
געניע	1.0	געלבער, געניאַ	געניאַ (באָיאַרסקאָ) לובינסקי	
גענפֿערן	1.0			
געץ	1.0			
גערטלער	1.0	גערטלער סעם [ישראל]		
גערטנערן	1.0			
גערטנערס	1.0			
גערמאָז	1.0			
גערמאָנען	1.0			
גערמייזע	1.0			
גערסטין	1.0	גערסטין, בערטאָ		
גערשטיין	1.0			
גערשענזאָן	1.0	גערשענזאָן, משה		
גראָל	1.0	גראָלל, טשאַרלס וו.	גראָלל, דוד	
גראָסמאָנען	1.0			
גראסער	1.0			
גרובער	1.0	גרובער דזשעי(יהושע)	גרובער מירעלע	
גרודסקי	1.0			
גרונדמאַן	1.0			
גרושקאַ	1.0			
גרושקאָווסקי-גרושקאָוו	1.0	גרושקאָוו, אַברהם [גרושקאָווסקי]		
גריגאָרין	1.0			
גריגאָריעוו	1.0			
גריטסקאָפּף	1.0			
גרילפּאַרצער	1.0			
גרימס	1.0			
גרינבלאַט	1.0	גרינבלאַט, הערש	גרינבלאַט, איזידאָר	
גרינפעלד	1.0	גרינפעלד, דזשין [יעקב]	גרינפעלד, ראַזאַ [טרייטלער]	
גרינשפּאַן	1.0	גרינשפּאַן, חיים	גרינשפּאַן, פֿייוול	
גרישע	1.0	מאַץ, הירש (גרישאַ)	מאַרמאָ, גרישאַ	
גרן-קי	1.0			
גרעכטמאַן	1.0			
גרעס	1.0			
דאָברוֹליוּבאָוו	1.0			
דאָברושינס	1.0	דאָברושין,יחזקאל		
דאדי	1.0			
דאָווידאָוו	1.0	דאָווידאָוו, דאָוויד,	דאָווידאָוו, דוד [ראַציק]	
דאָווידזאָן	1.0	דאָווידזאָהן, אפֿרים		
דאָיען	1.0	דאָיען — דאָבראָווינסקאַ, חנה		
דאָיען-קאָצמאָן	1.0			
דאַלטאָן	1.0			
דאָלינאָוו	1.0			
דאָלסקי	1.0			
דאָלעק	1.0			
דאָן	1.0			
דאַנילאָוון	1.0			
דאַנציגער	1.0	דאַנציגער	דאַנציגער, יאַנקעלע	
דאַנקאַן	1.0			
דאָראַטי	1.0			
דאַרגאָזשאַנסקי	1.0			
דארגוזשאַנסקי	1.0			
דאָרינא	1.0			
דאַשעווסקי	1.0	דאַשעווסקי, צבי-הערש		
דבורהלע	1.0			
דובאָווסקי	1.0			
דובאָזיי	1.0			
דוד-צבי	1.0			
דוואָרקיין	1.0	דיימאַנדשטיין, באָריס [בערל דוואָרקין]		
דוואָרקינאַ	1.0			
דווינסקי	1.0			
דוראָוו	1.0			
דורמאַשקין	1.0	דורמאַשקין, וואָלף		
דזשאָיס	1.0			
דזשאָן	1.0	ווייס דזשאָן [יוסף-לייב]	גאָלדשטיין, דזשאָן ס. [יעקב]	
דזשאַנסאָן	1.0			
דזשאַנסאָןס	1.0			
דזשאַנעטאָ	1.0			
דזשולאַ	1.0			
דזשוליאַ	1.0	אַדלער דזשוליאַ	וואַראַדי דזשוליאַ [יהודית האָבערמאַן]	
דזשיאָ	1.0			
דזשיוואַטש	1.0			
דזשייקאבסאן	1.0	דזשייקאָבסאָן, אוירווינג	דזשייקאָבסאָן, בעסי [ביילע שור]	יש יותר מדי אפשרויות
דזשעני	1.0	אַטלאַס, דזשעני	גאָלדשטיין, דזשעני	יש יותר מדי אפשרויות
דיולען	1.0			
דיטש	1.0			
דייוויד	1.0	מעדאָוו, דייוויד		
דייקסעל	1.0	דייקסעל, שמואל		
דימאוו	1.0	דימאָוו, אַסיפּ [יוסף פּערלמאַן]		
דימאַרסקי	1.0			
דימאָרסקי	1.0			
דימיטראָווסקי	1.0			
דינ[ל]מאַן	1.0			
דיק	1.0	דיק, אייזיק (יצחק) מאיר		
דיקענסעס	1.0			
דיקשטיין	1.0	דיקשטיין, סאול		
דלוזשנאָווכקי	1.0	דלוזשנאָווסקי, משה		
דנעפּראָווסקי	1.0			
דעבסן	1.0			
דראָזדאָוויטש	1.0	דראָזדאָוויטש, [?]		
דראַזראָוואַ	1.0			
דראַנזשיק	1.0			
דרייקורס	1.0	דרייקורס, לעאָן		
האָבערג	1.0			
האָדעס	1.0			
האָופּטמאַן	1.0			
האַזיאַסאָן	1.0			
האָלאָווטשינער	1.0			
האָלאָוויטשינער	1.0			
האָלדין-לעווינזאָן	1.0			
האַלקין	1.0			
האָמער	1.0			
האַמערשטיין	1.0			
האַנדעלסמאַן	1.0			
האַנימאַן	1.0			
האַניש	1.0			
האָנעמאָן	1.0			
האָפּמאַן	1.0	מינאַ האָפמאַן	האָפמאַן אַברהם	יש עוד אפשרויות
האָראָוויץ	1.0	האָראָוויץ, איציקל	האָראָוויץ-זילבערמאַן, עדיט	
האַרדינג	1.0			
האַרי	1.0	זיידערמאַן, האַרי		
האש	1.0			
הויזנער	1.0			
הויפּטמאָז	1.0			
הויפּטמאָזס	1.0			
הוירשבערג	1.0			
הולפרנוס	1.0			
הורוויץן	1.0	הורוויץ שאַרלאָטא [שיפרע]	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	
היטלע	1.0			
היטלערן	1.0			
היטשקאָק	1.0			
היידעבוראָוו	1.0			
היידען	1.0	היידען-פּריזאַמענט, גיזי		
היינען	1.0			
היינץ-עווערס	1.0			
הילמאַן	1.0	עלמאַן, מישאַ [מאָריס הילמאַן]		
הילפערט	1.0			
הימעלאַרב	1.0			
הינגסט	1.0			
הינדע	1.0			
הירש	1.0			יש יותר מדי אפשרויות
הירשביינען	1.0			
הירשין	1.0			
הירשפעלדן	1.0	הירשפעלד זלמן-לייב	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	
הלל	1.0	גאָלד הערמאַן [הלל גורני]	זאָלאָטאראָוו, הלל דר.	יש עוד אפשרויות
המכבי	1.0			
הנ'ץ	1.0			
העבעל	1.0			
העבעלם	1.0			
העבעלס	1.0			
העלמיסבערגער	1.0			
העלעז	1.0			
העלען	1.0	זעלינסקאַיאָ, העלען	בידאַ העלען	יש עוד אפשרויות
העלפאַנד	1.0			
העניעק	1.0			
הערבסט	1.0	סטאַוו, לעאָן [הערבסט]	וויינבערג, קאַרל [חיים הערבסט]	
הערל	1.0			
הערמאָז	1.0			
הערצלס	1.0	זילבּערט, טעאָדאַר-הערצל		
הערצער	1.0			
הערשמאַן	1.0			
הערשעלע	1.0	הערשעלע אַסטראָפאָלער	הערשעלע [הערש דאַנילעוויטש]	
הערשקאָוויטשעס	1.0	הערשקאָוויטש, איציק	הערשקאָוויטש, מלך	
וואדילאָווסקי	1.0			
וואָהלין	1.0			
וואַכטל	1.0			
וואַכטעל	1.0	וואַכטעל, יוסף		
וואָלאָוויטש	1.0			
וואָלינסקי	1.0			
וואָליער	1.0	וואָליער, דזשעני		
וואַלסגעשאַפֿו	1.0			
וואַלענטינאָוו	1.0			
וואַלערשטיינס	1.0			
וואָלפגעשאָפען	1.0			
וואָלפזאָן	1.0			
וואָלפשטיין	1.0			
וואָלקאָוויטש	1.0	משה וואָלקאָוויץ		
וואָלקענשטיין	1.0	וואָלקענשטיין, דוד	לאַפּיס-וואָלקענשטיין ריווקע [ריטע לילינאַ]	
וואַנגלען	1.0			
וואַנז	1.0			
וואַנזעט	1.0			
וואַסערמאַן	1.0	וואַסערמאַן, יעקב	הענעלע וואַסערמאַן	
וואַסקראָסענסקי	1.0			
וואָרגאַטש	1.0			
וואָרדי	1.0	וואָרדי דוד [ראָזענפעלד]		
וואָרפיעלד	1.0			
וואָרשאָווסקי	1.0			
ווידאווסקי	1.0			
וויטאל	1.0			
וויטש	1.0			
וויידע	1.0	וויידע, מרים [וויידענפעלד]	וויידע, משה	
ווייל	1.0			
וויינבוים	1.0			
וויינשטאָקן	1.0	וואי גאַוואַ [גרוניאַ וויינשטאָק]	וויינשטאָק, אייזיק	יש עוד אפשרויות
ווייסבאַרשט	1.0			
ווייסביין	1.0	ווייסביין, חיים		
ווייסבערן	1.0			
ווייסליץ	1.0	ווייסליץ, יוכבד [פּראָוויזאָר]	ווייסליץ, אַברהם-יעקב	
ווייסקינד	1.0			
ווייץ	1.0			
ווילדער	1.0			
ווילי	1.0	ווילי שאָר	פּאַסטערנאַק, ווילי	
וויליאם	1.0	זיגענלויב, וויליאם [וואָלף]		
וויליאַם	1.0	וויליאַם גאָלד און פאַמיליע	וויליאַם פֿרידמאַן	יש יותר מדי אפשרויות
ווילסאָן	1.0			
ווילענסקי	1.0	ווילענסקי, מערי [מרים קאַץ]	ווילענסקי, בערנאַרד	
ווינאָווער	1.0			
וויניטשענקאָ	1.0			
וויניפּעג	1.0			
וויסאָצקי	1.0	וויסאָצקי, אידאָ		
וויסקאָנסין	1.0			
וויסקינד	1.0	וויסקינד, מאַקס		
ווכטאַנגאָוו	1.0			
וולאַדאָווסקי	1.0			
וולאַדימיראָוו	1.0			
וולאַסאָוו	1.0			
וועגענער	1.0			
וועדעקינדס	1.0			
וועטשטיין	1.0	וועטשטיין, דוד	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	
וועלעדניצקי	1.0			
וועלפקען	1.0			
ווענדראָף	1.0	ווענדאָרף ראובן	ווענדאָרף, לאהלע [וואַסערמאַן]	
ווענסמאַן	1.0			
ווערטהיים	1.0			
ווערטינסקי	1.0			
וועריטע	1.0	וועריטע, ס. [ס. ווייסבלאַט]		
ווערנייל	1.0			
ווערעסאַיעוו	1.0			
ווערפל	1.0			
ווראַנגעל	1.0			
ווראָנטשערקאָלעוויצקי	1.0			
ולאָדאָווסקי	1.0			
זאַבאָלינסקי	1.0	זאַבאָלינסקי, יוסף		
זאַבלודאָווסקי	1.0	זאַבלודאָווסקי, נח		
זאַגראַניטשני	1.0			
זאַהאַוואַ	1.0	זאַהאָוואַ, רוט [גאָלדשטיין)		
זאַוואָדסקי	1.0	זאַוואָדזקי, דוב		
זאַוול	1.0			
זאַז	1.0			
זאיענדא	1.0			
זאַיענדא	1.0			
זאָלאָטאַוועווסקי	1.0			
זאָלאַטאַראָף	1.0	זאָלאָטאַראָף, מאו		
זאָלאָטקאָף	1.0	זאָלאָטקאָף, לעאָן		
זאָלאַס	1.0			
זאַלידקאָווסקי	1.0			
זאָלקאָווער	1.0			
זאָמענהאָף	1.0			
זאַנגוויל	1.0			
זאַנדבערגס	1.0	משה זאַנדבערג	זאַנדבערג, יוליאַ [טויבע-איטע ספּעקטאָר]	יש עוד אפשרויות
זאַנדמאַן	1.0			
זאַסלאָווסקאַיאָ	1.0	זאַסלאָווסקאַ, בערטאָ [באַסיע לעווין]		
זאַסלאווסקי	1.0	זאַסלאַווסקי, פֿאי	זאַסלאַווסקי, רודאָלף [ראובן-לייב]	
זאַץס	1.0	זאַץ, לודווייג [לוי יצחק]	זאַץ, לילי	
זאַק	1.0	זאַק, שעפטל		
זאַריצקי	1.0			
זאַריצקי-פאַמיליע	1.0			
זאַרכין	1.0			
זאָשיע	1.0			
זודערמאָס	1.0			
זיבל	1.0			
זיבעל	1.0	זיבעל, נחמן	זיבּעל, עלאַ	
זיגלער-פּאָדזאַמטשע	1.0			
זיגלערן	1.0	סעווילאַ [בת שבע זיגלער, פּאַסטאָר]	זיגלער ערנא	יש עוד אפשרויות
זיגמונד	1.0			יש יותר מדי אפשרויות
זיגפילד	1.0			
זיגפעלד	1.0			
זיידמאַן	1.0	זיידמאַן, מאָריס	זיידמאַן, בּעני	
זיידענבייטלען	1.0			
זיינאַ	1.0	ניימילער, זעלדע (זיינא)		
זייקען	1.0	זייקין, גרשון		
זילבער	1.0	זילבער קאַרל [חיים]		
זילבערטס	1.0			
זילבערינג	1.0			
זילבערמאָנען	1.0	האָראָוויץ-זילבערמאַן, עדיט	זילבערמאַן, אַסתר	
זילבערמינץ	1.0			
זילבערצווייגס	1.0	צילע (באַיאָרסקאָ) זילבערצווייג	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]	
זילבערצוויינס	1.0			
זילבערקאָסטען	1.0	זילבערקאָסטען, משה		
זילבערשטיין	1.0	זלבער לאָניאַ [לאה מירנאַ-זילבערשטיין]	אַש-אַווערבוך פּאָליאַ [פּעסיע זילבערשטיין]	יש עוד אפשרויות
זינלער	1.0			
זיסן	1.0			
זעלדע	1.0	זלאַטין, זעלדע [הילדאַ שוואַרץ]	ניימילער, זעלדע (זיינא)	
זעלוועראָוויטשן	1.0			
זעליגסאָן	1.0			
זעלין	1.0			
זעליעגעוו-ווערט	1.0			
זעמעל	1.0			
זעצער	1.0	זעצער, אַברהם		
זרובבל	1.0			
זשאָבאָטינסקי	1.0			
זשאָזעפין	1.0			
זשולאווסקי	1.0			
זשולאווסקיס	1.0			
זשוקאָוו	1.0			
זשוקאָווא	1.0			
זשיטלאָווסקי	1.0			
זשיטלאָווסקיס	1.0			
זשיכאַרעוואָ	1.0			
זשילבערט	1.0	זשילבערט, פינקע		
זשילי	1.0			
זשעלינסקאַ	1.0			
זשעני	1.0	דרייזין, זשעניע	לעוויטאָס, זשעני	
חאַלאַן-חאַלאָנאָוו	1.0	חאַלאַ-חאַלאַנאָוו, [?]		
חאַסין	1.0			
חאַרלאַמפּ-קאַניעווסקי	1.0			
חאַרלאָמפּקאָניעווסקאָ	1.0			
חאָשע	1.0			
חברה-שפּילער	1.0			
חגלה	1.0			
חומץ	1.0			
חיה	1.0			יש יותר מדי אפשרויות
חיים-יאַנקל	1.0	בזשוסטאָווסקי (בריסטאָווסקי) חיים-יאנקל		
חיימאָוויץ	1.0	אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]	היינע-חיימאָוויטש, משה	
חנהן	1.0			
חנינא	1.0	נאַטאַנסאָן, דזשוליוס (יוליוס, חנינא)		
חסידים	1.0	"„טעיאַטאָר פֿין חסידים""."		
חקלאי	1.0	חקלאי [פעלדמאַן]		
חקס-משה	1.0			
ט.	1.0	העריק, מייראָן ט.		
טאַבאַטשניק	1.0			
טאָבאַקשניידער	1.0	טאַבאַקשניידער מ. י.		
טאַגער	1.0			
טאָגער	1.0	טאָגער, אהרן		
טאַדאַניער	1.0			
טאַטאַרסקי	1.0			
טאַטישדיעוו	1.0			
טאל	1.0			
טאָלאַנאָוו	1.0			
טאָלסטאי	1.0			
טאָלסטאָים	1.0			
טאָלערס	1.0	טוללער, דזשאָדזש [זלמן טאָלער]		
טאָמאַן	1.0			
טאַמאַראַ	1.0			
טאָמאַשעווסקי-פאַמיליע	1.0			
טאָמטשעווסקי	1.0			
טאָמסקי	1.0			
טאַנטשוק	1.0	טאַנטשוק, [?]		
טאַניאַ	1.0	פּאָלאַנד, טאַניאַ		
טאַנצמאַנען	1.0	טאַנצמאַן, אַברהם-יצחק	טאַנצמאַן, בערטאַ [בערלין]	
טאַנקאָ	1.0			
טאָסקאָני	1.0			
טאַראַסאָוו	1.0			
טאָרטאָקאָוו	1.0			
טאַרטשיינער	1.0			
טאַרכאַנאָוו	1.0			
טאַרלער	1.0			
טאַרעווסקי	1.0			
טביה	1.0			
טוגענדהאָלד	1.0			
טווערסקי	1.0	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]		
טונקלען	1.0	טונקעלער דער [יוסף טונקעל]		
טונקעלן	1.0			
טונקעלער	1.0			
טועל	1.0			
טופמעניעוו	1.0			
טוראַווסקי	1.0	טוראָווסקי, יעקב		
טורגענעוו	1.0			
טורנהיים	1.0			
טורקאָוו-בלומענפעלד	1.0	בלומענפעלד טורקאָוו, דיאַנאַ		
טיטעלמאָז	1.0	טיטעלמאַן, מרדכי-חיים		
טיטעלמאַנען	1.0	טיטעלמאַן, מרדכי-חיים		
טייבל	1.0			
טייבע	1.0			
טייבעלע	1.0			
טיכאָמיראָוו	1.0			
טינאָ	1.0			
טינסקי	1.0			
טיץ	1.0			
טיקאָטשינסקי	1.0			
טישקעוויטש	1.0			
טעאָדאָר	1.0	זילבּערט, טעאָדאַר-הערצל		
טעאָדאָראַ	1.0			
טעאַטער-מענש	1.0			
טעבענס	1.0			
טעזאָווראווסקי	1.0			
טעלער	1.0			
טעלעשאָוו	1.0			
טענענהאָלץ	1.0	טענענהאָלץ, אליהוּ		
טעפנער	1.0	טעפנער, אַדאָלף	טעפנער, וואָלף	
טער	1.0			
טערזיאַנסק	1.0			
טראַגאַנאַוו-באַבראָוו	1.0			
טראַכטענבערג	1.0			
טראַנטשיק	1.0			
טראָפּטשאַ	1.0			
טראָצקי	1.0			
טרייטלערס	1.0	לאָבּעל, מאַלווינאַ [טרייטלער]	גרינפעלד, ראַזאַ [טרייטלער]	
טשאָקלער	1.0			
טשאָרנעצקיס	1.0			
טשיבוצקי	1.0			
טשיגאַראָוו	1.0			
טשיזיק	1.0			
טשיזיקן	1.0			
טשייקאָוו	1.0			
טשיראַנאָוו	1.0			
טשעטשעלניצקי	1.0	טשעטשילניצקי, אַווראָם		
טשעפּקאָ	1.0			
טשערנע	1.0			
י.	1.0	אָלגין, מ. י., דר. [משה יוסף נאָוואָמיסקי]	בערנאַס, י.	יש יותר מדי אפשרויות
יאַוויטש	1.0			
יאָווילערן	1.0			
יאָוועלירן	1.0	יאָוועליר, קלמן	יאָוועליר דזשין (בּעלאַ)	
יאָזעפסאָן	1.0	יאָזעפזאָן, רייטשל	יאָזעפזאָן, סאַול	
יאָסעלעוויטש	1.0			
יאָסקע	1.0			
יאַקאָבזאָן	1.0	דזשייקאָבסאָן, יוסף [יאַקאָבזאַן]		
יאַקאָבין	1.0			
יאַקאָוו	1.0	גערטנער יאַקאָוו	שעכטמאַן, יאַקאָוו	
יאָקאָוולעוו	1.0			
יאָקאָווסקים	1.0			
יאָקאַווקען	1.0			
יאקבּ	1.0	יאקב בּה' יחזקאָל מפּוזנן		
יאָקוב	1.0			
יאָקובאָוויטשן	1.0	יאָקובאָוויטש, ליאָשאַ	בראָנעצקי, סעם [יאָקובאָוויטש]	
יאקובאָוויטשעס	1.0			
יאָקובסאָן	1.0			
יאָרמילאָווסקי	1.0			
יהושע	1.0			יש יותר מדי אפשרויות
יהר	1.0			
יודאָווין	1.0			
יודאָשקאָ	1.0			
יוז	1.0			
יוזשני	1.0			
יוליוס	1.0			יש יותר מדי אפשרויות
יולין	1.0			
יונגע	1.0			
יונה	1.0			יש יותר מדי אפשרויות
יונין	1.0			
יוננוויץ	1.0			
יוסף-גימפּל	1.0			
יורעניעוואָ	1.0			
יזראַעל	1.0	עדעלמאַן, יזראַעל		
יחזקאל	1.0	דאָברושין,יחזקאל	וואָרטסמאַן, יחזקאל דר	
יידל	1.0	דובינסקי, יידל		
יישקעוויטשעס	1.0			
יכנה'ז	1.0			
יעוודאָקימאָוו	1.0			
יעווינאַ	1.0	יעווינאַ		
יעווסעקעס	1.0			
יעווע	1.0			
יעוורעאינאָווס	1.0			
יעטאַ	1.0	בלאַק יעטאַ	ליטמאַן, יעטאַ [זילבּערמאַן]	יש עוד אפשרויות
יענטעלע	1.0			
יעסענער	1.0			
יעפקע	1.0			
יעקב-צבי	1.0			
יעקביבער	1.0			
יעקינאַ	1.0	הגדה פֿון יעקינאַ		
יערמאָלאָוו	1.0			
יערמאָלינאַ-וועסמאַן	1.0	יערמאָלינאַ=ווייסמאן, ראָזאַ [רחל יאַרמאָלינצער]		
יפּאָווסקי	1.0			
יפֿה	1.0			
יפנה	1.0			
יפתח	1.0			
ירמיהוּ	1.0	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]		
ישראל-דוב	1.0			
ישראַל-חיים	1.0			
ישראל-מענדל	1.0			
ישראליק	1.0	ישראליק-מנהם הערמעלין		
יששכר	1.0			
כאָינעצקי	1.0			
כאָכוויץ	1.0			
כאַסיע	1.0			
כאַפּוש	1.0			
כאַקיס-פּאַשאָ	1.0			
כאָרדאָ	1.0			
כאָרלאָמאָוו	1.0			
כהן	1.0			
כוואַט	1.0			
כייפעץ	1.0			
כינקע	1.0			
כליוונער	1.0	קעניג, מאָריס [כליוונער]		
כעגאָלעסקאַ	1.0			
כענטשינסקי	1.0			
כפּיוואַקאָווסקי	1.0			
כץ	1.0	כץ, איזאַק	כץ, חבל	
כראַניעוועצקי	1.0			
כריסטעסקאָ	1.0	כריסטעסקאָ פּראָפיראַ קאָנסטאַנטינאָוואַ [קריסטערמאַן]		
כרמלית	1.0			
לאָביש	1.0			
לאָבל	1.0			
לאַהלע	1.0	ווענדאָרף, לאהלע [וואַסערמאַן]	זיידענבערג-סאַנטאָפּ, לאהלע [ראַכינאָוויטש]	
לאובע	1.0			
לאַוראַ	1.0	גליקסמאַן, לאַוראַ		
לאַזניק	1.0			
לאָטאַר	1.0			
לאָטי	1.0	משה און לאָטי טאַמרעז		
לאַטיינערן	1.0	לאַטיינער יאָזעף	לאַטיינער איזעלאַ [גיטעלע פינקעלשטיין]	
לאָלא	1.0			
לאַמפּע	1.0	לאַמפּע, מאָריס		
לאָנגפעללאָ	1.0			
לאַנדהייזער	1.0			
לאַנדוויי	1.0			
לאַנדוי	1.0	לאַנדוי דר. לייב	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	יש עוד אפשרויות
לאַנדמאַן	1.0	לאַנדמאַן, דר.	לאַנדמאַן, הערי	
לאַנסקי	1.0			
לאָנפעלדן	1.0			
לאַנצמאָז	1.0	לאַנצמאַן, זקן זרח-פּלטיאל	לאַנצמאַן, פעלאַ	
לאסאווין	1.0			
לאַסאַל	1.0			
לאַסקאָווסקי	1.0	לאַסקאָווסקי, פיליפּ		
לאַסקי	1.0	לאַסקי, מאַקס		
לאצקי-בערטאָלדי	1.0			
לאָקעשקער	1.0			
