variant,script,corpora,occurrences,fields,contexts,suggested_qid,suggested_english,is_descriptor,attestation_ids
מאָסקווער דראַמאַטישע אַקאַדעמיע,hebrew,org,1,venues,,,,,O-ORG-C00851#venues#1
מאָסקווער יידישן מלוכה-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00184_Q01#venues#4
מאָסקווער יידישן מלוכה-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00184_Q01#venues#5
מאָסקווער יידישן מלוכהטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00184_Q02#venues#1
מאָסקווער יידישע טעאַטראַלע שול,hebrew,org,1,venues,,,,,O-ORG-C03400#venues#2
מאָסקווער יידישע טעאטראלע שול,hebrew,org,1,venues,,,,,O-ORG-C03400#venues#3
מאָסקווער יידישער טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C07293#venues#1
מאָסקווער יידישער טעאַטראַלער שול,hebrew,org,1,venues,,,,,O-ORG-C03400#venues#4
מאָסקווער יידישער מעלוכעטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01157#venues#1
מאָסקווער מלוכהשן פּעראַגאָגישן אינסטיטוט,hebrew,org,1,venues,,,,,O-ORG-C00303#venues#1
מאָסקווער פּעטראָפּאַוולאָווסקער רעאַל-שול,hebrew,org,1,venues,,,,,O-ORG-C01154#venues#1
מאָסקווער קליינעם טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05105#venues#1
מאָסקווער קליינעם טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04439#venues#1
"מאָסקווער „פּערסימפאָניע""",hebrew,org,1,venues,,,,,O-ORG-C00697#venues#1
מאָקאַטאָווסקאַ,hebrew,org,1,addresses,,,,,O-ORG-C03662#addresses#1
מאָקאָטאָווסקא 137,hebrew,org,1,addresses,,,,,O-ORG-C00137#addresses#1
מאָקאטאָווער 59,hebrew,org,1,addresses,,,,,O-ORG-C00576#addresses#1
מאָרגען זשורנאַל,hebrew,org,1,venues,,,,,O-ORG-C00358#venues#1
מאָרגען-זשורנאַל,hebrew,org,1,venues,,,,,O-ORG-C00358#venues#2
מאָרינסקי טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00942_Q01#venues#2
מאָרינסקי- טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00942_Q01#venues#3
מאָרינסקי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05761#venues#1
מאָרינסקי-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C00942_Q01#venues#4
מאָשקאָוויטשעס מוזיק-האָל,hebrew,org,1,venues,,,,,O-ORG-C05035#venues#1
מאונט מאָריס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01097_Q03#venues#1
מאיאַ-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01254#venues#1
מאיאן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C07248#venues#1
מארינסקי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00942_Q01#venues#5
מואַרנאָווער טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00168#venues#2
מוגראַבי,hebrew,org,1,venues,,,,,O-ORG-C00276#venues#3
מוזיק שול,hebrew,org,1,venues,,,,,O-ORG-C00208_Q03#venues#1
מוזיק-האָל יאָרקמינכטער,hebrew,org,1,venues,,,,,O-ORG-C04672#venues#1
מוזיק-האָלס,hebrew,org,1,venues,,,,,O-ORG-C04654_Q01#venues#1
מוזיק-שול,hebrew,org,1,venues,,,,,O-ORG-C00208_Q02#venues#1
מוזיקער-יוניע,hebrew,org,1,venues,,,,,O-ORG-C05056#venues#1
מוזעום פֿאַר מאָדערנער קונסט,hebrew,org,1,venues,,,,,O-ORG-C01977_Q02#venues#1
מועטים טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03282#venues#1
מוראַנאַווער-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01285#venues#1
מוראַנאָוו,hebrew,org,1,venues,,,,,O-ORG-C03815#venues#1
מוראַנאָווער'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01285#venues#3
מוראָנאָווער טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00116#venues#5
מוראָנאָווער טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00168#venues#6
מושב זקנים,hebrew,org,1,venues,,,,,O-ORG-C04504_Q01#venues#1
מיאָמער וואָדעוויל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00269#venues#1
מיהאלאָוויץ-קאַשוי,hebrew,org,1,venues,,,,,O-ORG-C07357#venues#1
מיטרע,hebrew,org,1,venues,,,,,O-ORG-C00351#venues#1
מייזלערס רעאַל-גימנאַזיע,hebrew,org,1,venues,,,,,O-ORG-C04916#venues#1
מייערכאָלדס סטודיע,hebrew,org,1,venues,,,,,O-ORG-C05259#venues#1
מייערס לאָקאָל,hebrew,org,1,venues,,,,,O-ORG-C05859#venues#1
מייק טאָמאָשעווסקי,hebrew,org,1,venues,,,,,O-ORG-C01764#venues#1
מילנע 9,hebrew,org,1,addresses,,,,,O-ORG-C03165_Q01#addresses#1
מילנע א9,hebrew,org,1,addresses,,,,,O-ORG-C03165_Q02#addresses#1
מימט,hebrew,org,1,venues,,,,,O-ORG-C01771#venues#2
מיניאַטור-טעאַטער „קאָמעטא“,hebrew,org,1,venues,,,,,O-ORG-C00644#venues#1
מינכענער יידישן טעאטער „מיט“,hebrew,org,1,venues,,,,,O-ORG-C07160#venues#1
מינכענער פאָלקסטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00580#venues#1
מינכענער שוישפּיל-הויז,hebrew,org,1,venues,,,,,O-ORG-C06257#venues#1
מינסקער (ווייסרוסישן יידישן מלוכה-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03382#venues#1
מינסקער יידישן מלוכה-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02170#venues#1
מינסקער יידישן שפּיטאָל,hebrew,org,1,venues,,,,,O-ORG-C05673#venues#1
מינסקער ישיבה,hebrew,org,1,venues,,,,,O-ORG-C04383#venues#1
מינסקער מעלוכעשער יידישער טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01160#venues#1
מינסקער קהל-שטיבל,hebrew,org,1,venues,,,,,O-ORG-C05674#venues#1
מינסקער ראַדיאָ,hebrew,org,1,venues,,,,,O-ORG-C03476#venues#1
מינסקער רוסישער סטודיע א'פ פֿון לייב ליטווינאָוו,hebrew,org,1,venues,,,,,O-ORG-C05013#venues#1
"מינסקער „אונזער ווינקל""",hebrew,org,1,venues,,,,,O-ORG-C04174#venues#1
מיצקעוויטש גאַס,hebrew,org,1,addresses,,,,,O-ORG-C02789#addresses#1
מישע פישזאָןס „מוסטער-טעאָטער“,hebrew,org,1,venues,,,,,O-ORG-C05417#venues#1
מלבום-שול,hebrew,org,1,venues,,,,,O-ORG-C05326#venues#1
מלוכה פּופּן-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02979#venues#1
מלוכה-אָפּערע,hebrew,org,1,venues,,,,,O-ORG-C04848#venues#1
מלוכה-קאָנסערוואַטאָריע,hebrew,org,1,venues,,,,,O-ORG-C01553_Q02#venues#1
מלוכהשן יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00281#venues#1
מלוכהשן קינדער-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04849#venues#1
מעדיסאָן סטריט,hebrew,org,1,addresses,,,,,O-ORG-C01954#addresses#1
מעדיסאָן סטריט-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01954#venues#1
מעדיסאָן סקווער,hebrew,org,1,addresses,,,,,O-ORG-C00957#addresses#1
מעדיסאָן סקווער-גאַרדן,hebrew,org,1,venues,,,,,O-ORG-C00180_Q01#venues#11
מעדיציניש-כירורגישער אַקאַדעמיע,hebrew,org,1,venues,,,,,O-ORG-C02696#venues#1
מעדיצינישן פאַקולטעט,hebrew,org,1,venues,,,,,O-ORG-C01535_Q01#venues#1
מעדיקאַל-כירורגישן קאָלעדזש,hebrew,org,1,venues,,,,,O-ORG-C06457#venues#1
מעוטים-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01296#venues#2
מעוטים-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C02949#venues#3
מעוטים-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01296#venues#3
מעטאַלשאַפּ',hebrew,org,1,venues,,,,,O-ORG-C02907#venues#1
מעטאָל-וואַרשטאַטן,hebrew,org,1,venues,,,,,O-ORG-C02804#venues#1
מעטראָפּאָליטאַן אָפּעראַ האוז,hebrew,org,1,venues,,,,,O-ORG-C00985#venues#1
מעטראָפּאָליטאַן-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01438_Q01#venues#1
מעטראָפּאָליטאָן,hebrew,org,1,venues,,,,,O-ORG-C06005#venues#1
מעטראָפּאָליטאָן אָפּעראָ-הויז,hebrew,org,1,venues,,,,,O-ORG-C05169#venues#1
מעטראָפּאָליטאָן אָפּערע הויז,hebrew,org,1,venues,,,,,O-ORG-C01070_Q01#venues#1
מעטראָפּאָליטאָן זינגער-האָל,hebrew,org,1,venues,,,,,O-ORG-C04831#venues#1
מעטראָפּאָליטאָן זינגערהאָל,hebrew,org,1,venues,,,,,O-ORG-C04831#venues#2
מעטראָפּאָליטאָן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01438_Q01#venues#2
מעטראָפּאָליטאָן מוזיק האָל,hebrew,org,1,venues,,,,,O-ORG-C01838_Q01#venues#1
מעטראָפּאָליטאָן מוזיק-האָל,hebrew,org,1,venues,,,,,O-ORG-C01838_Q02#venues#1
מעטראָפּאָליטאָן סינגער-האָל,hebrew,org,1,venues,,,,,O-ORG-C04831#venues#3
מעטראָפּאָליטאָן-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02050#venues#1
מעטראָפּאָליטאָן-סינגער-האָל,hebrew,org,1,venues,,,,,O-ORG-C04831#venues#4
מעטראָפּאָליטאן אָפּערע-הויז,hebrew,org,1,venues,,,,,O-ORG-C05169#venues#2
מעטראָפּאָליטאן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01438_Q01#venues#4
מעטראָפּאָליטאן-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03822#venues#1
מעטראָפּאָליטען-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01438_Q01#venues#5
מעיס אָפּערע האָוז,hebrew,org,1,venues,,,,,O-ORG-C07133#venues#1
מעלאָדי פּאַלאַס,hebrew,org,1,venues,,,,,O-ORG-C02801_Q01#venues#1
מעלאָדי-פּאַלאַס,hebrew,org,1,venues,,,,,O-ORG-C03154#venues#1
מעלאָדיפּאַלאַס,hebrew,org,1,venues,,,,,O-ORG-C02801_Q01#venues#2
מענדל עלקינס דראַמאַטישער שול,hebrew,org,1,venues,,,,,O-ORG-C01440#venues#1
מענדעלע-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05960#venues#1
מענדעלע-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02849_Q12#venues#1
מענטמייקער קלאָב,hebrew,org,1,venues,,,,,O-ORG-C04651#venues#1
מענער-פּאָרק ביתעולם,hebrew,person,1,place,burial,,,,P-1-facs_307_tr_1741260375#place#3
מעקאַ טעמפּל,hebrew,org,1,venues,,,,,O-ORG-C07307#venues#1
מעקינלי טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04414_Q02#venues#1
מעקינלי סקווער,hebrew,org,1,venues,,,,,O-ORG-C00266_Q01#venues#1
"מעקינלי סקווער""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C00266_Q01#venues#4
מעקינלי סקווערטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00266_Q02#venues#5
מעקינלי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04414_Q01#venues#1
מעקינלי-סקווער טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00762#venues#2
מעקינלי-סקווער-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00266_Q01#venues#6
מעקינלי-סקווער-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00266_Q01#venues#7
מעקינליטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04414_Q01#venues#2
מערב-איידאָפּע,hebrew,org,1,venues,,,,,O-ORG-C00151#venues#1
מרכז הצעירים,hebrew,org,1,venues,,,,,O-ORG-C03094#venues#2
משה פינקעלס טרופּע,hebrew,org,1,venues,,,,,O-ORG-C04749#venues#1
נ. י. „פֿאָלקס-טעאַטער“,hebrew,org,1,venues,,,,,O-ORG-C00096_Q01#venues#3
נאַלעווקי 32,hebrew,org,1,addresses,,,,,O-ORG-C04534#addresses#1
נאַציאָנאַל-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C03372#venues#2
נאַציאָנאַל-שול (גימנאָזיע),hebrew,org,1,venues,,,,,O-ORG-C06184#venues#1
נאַציאָנאַלן פּוילישן מוזעום 'זאַכענטאַ',hebrew,org,1,venues,,,,,O-ORG-C01971#venues#1
נאַציאָנאַלער אַקאַדעמיע,hebrew,org,1,venues,,,,,O-ORG-C02117#venues#1
נאַציאָנאל-הויז,hebrew,org,1,venues,,,,,O-ORG-C05139#venues#1
נאָוואָליפּיע גאַס,hebrew,org,1,addresses,,,,,O-ORG-C02906#addresses#1
נאָוואָליפּיע עק זשעלאַזנאַ,hebrew,org,1,addresses,,,,,O-ORG-C02862#addresses#1
נאָוואָליפּיע עק זשעלאַזנע,hebrew,org,1,addresses,,,,,O-ORG-C02862#addresses#2
נאָוואָליפקי 52,hebrew,org,1,addresses,,,,,O-ORG-C02861_Q02#addresses#1
נאָוואָליפקי גאַס,hebrew,org,1,addresses,,,,,O-ORG-C03514#addresses#1
נאָוואָסטשי,hebrew,org,1,venues,,,,,O-ORG-C01281#venues#2
נאָוואָשטשי טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C07199#venues#2
נאָוואָשטשי'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01284#venues#3
נאָוואָשטשי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01284#venues#5
נאָוואָשצי,hebrew,org,1,venues,,,,,O-ORG-C00929_Q02#venues#1
נאָווי טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01937_Q01#venues#2
נאָווי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04084#venues#1
נאָוויגאָראָד 8,hebrew,org,1,addresses,,,,,O-ORG-C02792#addresses#1
נאָוועלטי טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01111#venues#1
נאָוועלטי-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C01111#venues#2
נאָוועלטי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01111#venues#3
נאָטאָנזאַנס הויז No. 2244a,mixed,org,1,venues,,,,,O-ORG-C05909#venues#1
נאָלאָטאָ,hebrew,org,1,venues,,,,,O-ORG-C05918#venues#1
נאָלעווקי נומ. 7,hebrew,org,1,addresses,,,,,O-ORG-C03942#addresses#1
נאָלעווקעס,hebrew,org,1,addresses,,,,,O-ORG-C05909#addresses#1
"נאָלעווקעס, נאָטאָנזאַנס הויז No. 2244a",mixed,org,1,addresses,,,,,O-ORG-C05908#addresses#1
נאָראַ פעיס טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05266#venues#1
נאָראָדני דאָם,hebrew,org,1,venues,,,,,O-ORG-C00036_Q03#venues#1
נאָרד-סטאָר-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05023#venues#1
נדחי ישראל שול,hebrew,org,1,venues,,,,,O-ORG-C01186#venues#1
נואַרקער מעטראָפּאָליטאַן-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03822#venues#2
נואָרקער יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05249#venues#1
נואָרקער יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05249#venues#2
נויעס אָפּערעטען-הויז,hebrew,org,1,venues,,,,,O-ORG-C05049#venues#1
ניאָרקער מעטראָפּאָליטאָן-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03822#venues#3
נידערשלעזישן יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00109#venues#1
ניו יאָרק און סביבה,hebrew,org,1,venues,,,,,O-ORG-C01387_Q04#venues#2
ניו יאָרקער אוירווינג פלייסטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00353#venues#13
ניו יאָרקער הר-לבנון-בית עולם,hebrew,person,1,place,burial,,,,P-1-facs_274_tr_1741260198#place#2
ניו יאָרקער יידישן קונסט-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04319#venues#2
ניו יאָרקער יידישן קונסט-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04319#venues#3
ניו יאָרקער מעטראָפּאָליטאָן אָפּעראָ-הויז,hebrew,org,1,venues,,,,,O-ORG-C06689#venues#1
ניו יאָרקער מעקאַ טעמפּל,hebrew,org,1,venues,,,,,O-ORG-C06568#venues#1
ניו יאָרקער סעקאָנד עוועניו טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00682#venues#3
ניו יאָרקער פּאָבליק טעאַסער,hebrew,org,1,venues,,,,,O-ORG-C01363#venues#1
ניו יאָרקער פֿאָלקס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04937#venues#1
ניו יאָרקער פאָלקס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04937#venues#2
ניו יאָרקער „קינדער-לאַנד“,hebrew,org,1,venues,,,,,O-ORG-C01710#venues#1
ניו יאָרקער פֿאָלקס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04937#venues#3
ניו-אַרלאַנס יידיש טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04639#venues#1
ניו-יאָרק יוניוואוירזיטי,hebrew,org,1,venues,,,,,O-ORG-C05362#venues#1
ניו-יאָרקער אָמפיאָן,hebrew,org,1,venues,,,,,O-ORG-C03905#venues#1
ניו-יאָרקער אוירווינג פלייס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03531#venues#3
ניו-יאָרקער געשאַנאַל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03895#venues#1
ניו-יאָרקער וואַריעטע עלדאָראַדאָ,hebrew,org,1,venues,,,,,O-ORG-C05033#venues#1
ניו-יאָרקער וואָכנבלאַט,hebrew,org,1,venues,,,,,O-ORG-C01055#venues#1
ניו-יאָרקער טעאַטערס,hebrew,org,1,venues,,,,,O-ORG-C06510#venues#1
ניו-יאָרקער יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04134#venues#1
ניו-יאָרקער יידישן קונסט-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04319#venues#4
ניו-יאָרקער יידישן קונסטטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04319#venues#5
"ניו-יאָרקער ייוו""אָביבליאָטעק",hebrew,org,1,venues,,,,,O-ORG-C00368#venues#1
ניו-יאָרקער לייסעאום-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04387_Q02#venues#1
ניו-יאָרקער ניישאָנאַל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03895#venues#2
ניו-יאָרקער נעשאַנאַל,hebrew,org,1,venues,,,,,O-ORG-C03901#venues#1
ניו-יאָרקער נעשאַנאַל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03895#venues#3
ניו-יאָרקער נעשאָנאַל- טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03895#venues#4
ניו-יאָרקער סיטי קאָלעדזש,hebrew,org,1,venues,,,,,O-ORG-C01521#venues#1
ניו-יאָרקער פּיפּלס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00633_Q01#venues#1
ניו-קאָלאָמבי,hebrew,org,1,venues,,,,,O-ORG-C03845#venues#1
ניויאָרקער רומעניע-אָפּערע-הויז,hebrew,org,1,venues,,,,,O-ORG-C04857#venues#1
ניי אַזאַזעל,hebrew,org,1,venues,,,,,O-ORG-C00141_Q02#venues#1
ניי יידישן נאַציאָנאַל טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C07156#venues#1
נייט-סקול,hebrew,org,1,venues,,,,,O-ORG-C00514_Q01#venues#1
נייעם יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01003_Q01#venues#2
נייער שטאָט-שול,hebrew,org,1,venues,,,,,O-ORG-C06937#venues#1
ניישאַץס 'תומים-הויז,hebrew,org,1,venues,,,,,O-ORG-C05740#venues#1
ניישאַצס סינאַגאַגע,hebrew,org,1,venues,,,,,O-ORG-C01863#venues#1
ניישאַצס סינאַגאָגע,hebrew,org,1,venues,,,,,O-ORG-C01863#venues#2
ניישאָנאַל,hebrew,org,1,venues,,,,,O-ORG-C05411#venues#1
ניישאָנאַל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#6
ניישאָנאַל-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#7
ניישאָנאַל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#8
ניישאָנאל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#9
ניקייטינסקי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03663#venues#1
נעבן דער סטאַציע לוד,hebrew,org,1,addresses,,,,True,O-ORG-C01842#addresses#1
נעיבאָרהוד פלעיהאַז,hebrew,org,1,venues,,,,,O-ORG-C07177#venues#1
נעשאַנאַלטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#12
נעשאָנאַל,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#13
נעשאָנאַל טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#15
נעשאָנאַל טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#16
נעשאָנאָל רוף-גארדן,hebrew,org,1,venues,,,,,O-ORG-C04555#venues#1
נעשאָנאָל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#19
נעשאָנאל טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#20
נעשאָנאל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#21
נעשאָנעל טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#22
נעשאנאַל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#23
נעשיאָנאַל-רוף גאָרדן,hebrew,org,1,venues,,,,,O-ORG-C05019#venues#1
סאַמעטס אָפּטיילונג,hebrew,org,1,venues,,,,,O-ORG-C03514#venues#1
סאַןפּאַולער פֿאָלקס-הויז,hebrew,org,1,venues,,,,,O-ORG-C07226#venues#1
סאָבסייס טרופּע,hebrew,org,1,venues,,,,,O-ORG-C01140#venues#2
