current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name
Chop (U),Chop (R),"Čop (Cz, Sk)",Csap (H),Transcarpathia (although in Slovakia before WWII),48° 26',22° 12',20,SSW,Uzhhorod,/TShOP/,---,טשאָפּ
Chopovychi (U),Chopovichi (R),,,eastern Ukraine,50° 50',28° 57',60,NNE,Zhytomyr,/TShEPOVITSh/ (stress?),־־,טשעפּאָוויטש
Chornobyl' (U),Chernobyl' (R),,,eastern Ukraine,51° 16',30° 14',80,NNW,Kyiv,/TShERNO'BL/,"עקיבֿא ברוידעס, אירמאַ־ירמיהו דרוקער, ה. סאַפֿיאַן, בערל ערקעס, מיכל קאַפּלאַן, יעקבֿ רעזניק",טשערנאָבל
Chornoplesy (U),Chornoplyos (R),Czarnoplesy (P),,Volhynia,51° 19',24° 16',95,NW,Luts'k,/TShORNEPLE'S/,־־,טשאָרנעפּלעס
Chornotychi (U),Chernotichi (R),,,eastern Ukraine,51° 41',32° 33',80,ENE,Chernihiv,/TShERNOTITShE/,־־,טשערנאָטיטשע
Chornotysiv (U),Chyornotisov? (R),Černý Ardov (Cz),Feketeardó (H),Transcarpathia,48° 5',23° 3',45,SSE,Mukacheve,/ShVA'RTs-ORDE/,---,שוואַרץ־אָרדע?
Chornukhy (U),Chernukhi (R),,,eastern Ukraine,50° 16',32° 57',125,NW,Poltava,/TShERNUKhI/?,־־,טשערנוכי
Chornyy Ostriv (U),Chyornyy Ostrov (R),,,eastern Ukraine,49° 30',26° 45',15,WNW,Khmel'nyts'kyy,/TShERNOSTRE/,־־,טשערנאָסטרע
Chortkiv (U),Chortkov (R),Czortków (P),,east Galicia,49° 1',25° 48',55,SSE,Ternopil',/TShORTKEV/,"אַבֿרהם טרעמבאָוועלסקי, מרדכי־יוסף מייער, אַבֿרהם־אליעזר פֿישער, יצחק שאַפּיראָ",טשאָרטקעוו
Chortovets' (U),Chortovets (R),Czortowiec (P),,east Galicia,48° 42',25° 17',40,SE,Ivano-Frankivs'k,/TShA'TEVITs/,־־,טשאַטעוויץ
Chudey (U),"Mezhirech'ye, Chudeyu (R)",Ciudeiu? Ciudin? (Rm),,north Bukovina,48° 3',25° 37',30,SW,Chernivtsi,/TShEDI'/,ברוך האַגער,טשעדי
Chudniv (U),Chudnov (R),,,eastern Ukraine,50° 3',28° 7',35,SW,Zhytomyr,/TShIDNEV/,"מנחם ריבאַלאָוו, אַבֿרהם שוחט",טשידנעוו
Chuhuyiv (U),Chuguyev (R),,,eastern Ukraine,49° 50',36° 39',15,SE,Kharkiv,/TShUHUYEV/,־־,טשוהוּיעוו
Chumalyovo (U),Chumalyovo? (R),Čomalová? (Cz),Csománfalva (H),Transcarpathia,48° 11',23° 33',65,SE,Mukacheve,/TShEMALyEV/,---,טשעמאַליעוו
Chun'kiv (U),?,Cincău? Cincheu? (R),,north Bukovina,48° 36',25° 49',35,NNW,Chernivtsi,/TShINKI'/,־־,טשינקי
Chynadiyovo (U),Chinadiyevo (R),Čiňaďovo (Cz),Szentmiklós (H),Transcarpathia,48° 29',22° 50',5,NE,Mukacheve,/TShINEDI'YEV/,---,טשינעדיִעוו
Danylovo (U),Danilovo (R),Danilová? (Cz),Husztófalva (H),Transcarpathia,48° 9',23° 27',60,SE,Mukacheve,"/DENILEV/, /DA'NILEV/",---,"דענילעוו, דאַנילעוו"
Dashiv (U),Dashev (R),,,eastern Ukraine,49° 0',29° 27',65,ESE,Vinnytsya,/DAShEV/,ישׂראל וואַקסער,דאַשעוו
Del'finove? (U),?,,,eastern Ukraine,48° 12',30° 23',55,NE,Balta,/DELEFI'?NEFKE/,־־,דעלעפֿינעווקע
Delyatin (U),Delyatin (R),Delatyn (P),,east Galicia,48° 32',24° 38',40,SSW,Ivano-Frankivs'k,/DELETI:'N/,־־,דעלעטין
Demydivka (U),Demidovka (R),Demidówka (P),,Volhynia,50° 25',25° 20',30,S,Luts'k,/DEMI'DEFKE/,אַ. לוצקי,דעמידעווקע
Demydivka? (U),,,,eastern Ukraine,,,,,,/DEMI'EFKE/,שמואל זשוקאָווסקי,דעמיִעווקע
Derazhnya (U),Derazhnya (R),,,eastern Ukraine,49° 16',27° 26',35,ESE,Khmel'nyts'kyy,/DRAZhNE/,"ברוך י. גאָלדשטיין, לייב מאַטליע, הערשל פּאָליאַנקער, ישׂראל־זאבֿ פֿרישבערג",דראַזשנע
"Dilove, Trebusha(ny) (U)",Delovoye (R),Třibusany? (Cz),Terebesfejérpatak (H),Transcarpathia,47° 56',24° 11',115,SE,Mukacheve,/TRE'BISHEV/?,---,טרעבישעוו?
Dmytrivka (U),Dmitrovka (R),,,eastern Ukraine,48° 48',32° 44',40,NE,Kirovohrad?,/DMI'TREFKE/,לייב בעלאָגאָראָדסקי,דמיטרעווקע
Dmytrivka (U),Dmitriyevka (R),,,eastern Ukraine,50° 56',32° 58',125,SE,Chernihiv,/DMI'TREFKE/,---,דמיטרעווקע
Dnipropetrovs'k (U),Dnepropetrovsk (R),,Yekaterinoslav (R),eastern Ukraine,48° 27',35° 0',,,,/KATERI'NESLAV/,"אַלעקסאַנדער אָוועדאָוו, פֿריידל א. בעלאָוו, מ. גערשאָי, קימאַ גריידינאַ, צבֿי־הערש דאַשעווסקי, ד""ר ב. דובינסקי, ה. הירש, יוסף וואָל, חנה לעווין, נחמיה ענדלין, פּסח מאַטענקאָ, יולי מאַרגאָלין, טובֿיה מײַזעל, אַהרן שענקער","קאַטערינעסלאַוו, קאַטערינאָסלאַוו"
Dobra (U),Dobra (R),,,eastern Ukraine,48° 57',30° 8',115,ESE,Vinnytsya,/DOBRE/,־־,דאָברע
Dobre (U),Dobraya (R),,,eastern Ukraine,47° 19',32° 27',45,NNE,Mykolayiv,/DOBRE/,־־,דאָברע
Dobromyl' (U),Dobromil' (R),Dobromil (P),,east Galicia,49° 34',22° 47',85,WSW,L'viv,/DOBREMI:?'L/,"יצחק פּאַנער, עקיבֿא שמולעוויטש","דאָברעמיל, דאָבראָמיל"
Dobrovelychkivka? (U),Dobrovelichkovka (R),,,eastern Ukraine,48° 23',31° 11',70,WSW,Kirovohrad?,/DOBREVE'LITShKOVE/,־־,דאָברעוועליטשקאָווע
Dobryanka (U),Dobryanka (R),,,eastern Ukraine,48° 21',30° 54',85,WSW,Kirovohrad,/DOBRONKE/,־־,דאָבראַנקע?
Dobryanka (U),Dobryanka (R),,,eastern Ukraine,52° 4',31° 11',60,N,Chernihiv,/DOBRYANKE/,־־,דאָבראַנקע?
Dolyna (U),Dolina (R),Dolina (P),,east Galicia,48° 58',24° 1',40,WNW,Ivano-Frankivs'k,/DO'LENE/,ראָזע מאַרגאָשעס־קירשענבוים,"דאָלענע, דאָלינע?"
Dolyna? (U),,,,eastern Ukraine,,,,,,/DI DO'LENE/,־־,די דאָלענע
Dolyns'ke (U),Dolinskoye (R),,Valegotsulovo (R),eastern Ukraine,47° 32',29° 55',50,SSE,Balta,/O'TsELES/,יצחק בלאָך,אָצעלעס
Domanivka (U),?,,,eastern Ukraine,47° 38',30° 59',95,NW,Mykolayiv,/DOMA'?NEFKE/,־־,דאָמאַנעווקע
Donets'k (U),"Donetsk, Stalino, Yuzovka (R)",,,eastern Ukraine,48° 0',37° 50',,,,?,־־,?
Dorobratovo (U),Dorogobratovo (R),Drahobratovo? (Cz),Drágabártfalva (H),Transcarpathia,48° 21',22° 54',15,SE,Mukacheve,/DIBRATEV/,---,דיבראַטעוו
Doroshivtsi (U),Doroshovtsy (R),Doroşăuți (Rm),Doroschowitz (G),north Bukovina,48° 35',25° 53',30,N,Chernivtsi,/DEShVE'Ts/,־־,דעשוועץ
Dovhe (U),Dolgoye (R),Dlouhé? (Cz),Dolha (H),Transcarpathia,48° 22',23° 17',40,ESE,Mukacheve,/DO(L)HE/,---,דאָ(ל)הע
Drachintsi (U),Drachinets (R),Dracineţi? (Rm),?,north Bukovina,48° 19',25° 42',10,WNW,Chernivtsi,/DRA'TShINITs/,־־,דראַטשיניץ
Drachyno (U),Drachiny? (R),?,Újtövisfalva (H),Transcarpathia,48° 33',22° 57',10,NE,Mukacheve,/DRA'TShENE/,---,דראַטשענע
Drahovo (U),Dragovo (R),?,Kövesliget (H),Transcarpathia,48° 14',23° 33',60,SE,Mukacheve,/DREHI'V/,---,דרעהיוו
Drohobych (U),Drogobych (R),Drohobycz (P),Drohobytsch? (G),east Galicia,49° 21',23° 30',55,SW,L'viv,/DRUBITSh/,"יחיאל הירשהויט, אַהרן וואָל, יהושע טילעמאַן, שלום לאָקער, יוסף פֿאָגעל",דראָביטש
Dubno (U),Dubno (R),Dubno (P),Dubno (R),Volhynia,50° 25',25° 45',35,WSW,Rivne,/DIBNE/,"יוסף יאַנקעלעוויטש, יהושע משולח, אפֿרים־פֿישל פּערלמוטער, יואל־בעריש פֿאַלקאָוויטש","דיבנע, דובנע"
Dubova (U),Dubovo (R),,,eastern Ukraine,48° 38',30° 27',90,NE,Balta,/DUBOVE/?,־־,דובאָווע
Dubove (U),Dubovoye (R),Dubové (Cz),Dombó (H),Transcarpathia,48° 10',23° 53',85,SE,Mukacheve,/DI'BEVE/,---,דיבעווע
Dubrivka (U),Dubrovka (R),,,eastern Ukraine,50° 21',27° 25',80,WNW,Zhytomyr,/DUBROFKE/,־־,דובראָווקע
Dubrivka (U),Dubrovka? (R),Dubrovka? (Cz),Dubróka? Cserhalom? (H),Transcarpathia,48° 18',23° 5',30,SE,Mukacheve,/DI'BREFKE/,---,דיברעווקע
Dubrovytsya (U),Dubrovitsa (R),Dąbrowica? (P),,Volhynia,51° 34',26° 34',100,NNE,Rivne,/DO'MBREVITs/,"מאַקס פּערלאָוו, יוסף פּערלשטיין",דאָמברעוויץ
Dubynove (U),?,,,eastern Ukraine,48° 8',30° 17',45,NE,Balta,/DIBI'NEVE/,־־,דיבינעווע
Dulovo (U),Dulovo? (R),Dulová? (Cz),Dulfalva (H),Transcarpathia,48° 9',23° 35',70,SE,Mukacheve,/DI'LEVE/,---,דילעווע
Dunayivtsi (U),Dunayevtsy (R),,,eastern Ukraine,48° 54',26° 50',55,SSW,Khmel'nyts'kyy,/DI'NEVITs/,עקיבֿא פֿליישמאַן,דינעוויץ
Dusyno (U),Dusyna? (R),Dusyna? (Cz),Zajgó (H),Transcarpathia,48° 31',23° 6',20,ENE,Mukacheve,/DI'ShENEV/,---,דישענעוו
Dybyntsi (U),Dybintsy (R),,,eastern Ukraine,49° 32',30° 46',85,ESE,Cherkasy,/DI'?BINITs/,־־,דיביניץ
Dymer (U),Dymer (R),,,eastern Ukraine,50° 47',30° 18',30,N,Kyiv,/DIMER/,־־,דימער
Dymerka (U),Dymyorka (R),,,eastern Ukraine,51° 4',31° 4',45,SSW,Chernihiv,/DI'?MERKE/,־־,דימערקע
Dzhuryn (U),Dzhurin (R),,,eastern Ukraine,48° 41',28° 18',40,NE,Mohyliv,/ZhERI'N/,יעקבֿ־אליהו ווײַסמאַן,זשערין
Dzvynyach (U),Zvinyach (R),Dźwiniacz (P),,east Galicia,48° 45',24° 26',20,SW,Ivano-Frankivs'k,/DZVINyETSh/,--,דזוויניעטש
Dzyhivka (U),Dzygovka (R),,,eastern Ukraine,48° 22',28° 20',35,ESE,Mohyliv,/ZEGIFKE/,זעליק (מרדכי) באַלאַבאַן,זעגיווקע
Fastiv (U) [formerly Khvastiv],Fastov (R),,,eastern Ukraine,50° 5',29° 55',40,SW,Kyiv,/KhVASTEV/,אַבֿיגדור? מאַרקאָוו,כוואַסטעוו
Fedirky (U),Fyodorki (R),,,eastern Ukraine,48° 56',32° 48',55,NE,Kirovohrad,/FEDORKE/,־־,פֿעדאָרקע
Feodosiya (U),Feodosiya (R),,,Crimea,45° 2',35° 23',90,ENE,Simferopol',/FEODOSYE/,נחמיה מאָזעסאָן,פֿעאָדאָסיע
Filippovichi? (U),Filippovichi (R),,,eastern Ukraine,,,,,,/FILIPOVITSh/,ש. (ישעיה) מיללער,פֿיליפּאָוויטש
Hadyach (U),Gadyach (R),,,eastern Ukraine,50° 22',34° 0',70,SW,Sumy,/HADyITSh/,"ד""ר דניאל־גדליהו פּאַסמאַניק",האַדיטש
Hannopil' (U),Annopol' (R),,,eastern Ukraine,50° 27',26° 54',40,ESE,Rivne,/ANEPOLyE/,שלמה גאָלד,אַנעפּאָליע
Hanychi (U),Ganichi (R),Ganice? (Cz),Gánya (H),Transcarpathia,48° 8',23° 49',85,SE,Mukacheve,/GANITSh/,---,גאַניטש
Haysyn (U),Gaysin (R),,,eastern Ukraine,48° 48',29° 23',75,SE,Vinnytsya,/(H)A(Y)SI(')N/?,"עמיל גאָראָוועץ, יעקבֿ ליסקאָוויץ, ס. בנימין סטאָון, אָשר פּען, יוסף קערלער","הײַסין, אײַסין"
Hayvoron (U),Gayvoron (R),,,eastern Ukraine,50° 59',32° 55',120,ESE,Chernihiv?,/HA'YVORON/,־־,הײַוואָראָן
Hel'myaziv (U),Gel'myazov (R),,,eastern Ukraine,49° 49',31° 50',40,NNW,Cherkasy,"/HELMYAZEV/, /GELMYAZEV/?",עוזר סמאָלענסקין,"העלמיאַזעוו, געלמיאַזעוו?"
Heniches'k (U),Geniche(v?)sk (R),,,eastern Ukraine,46° 11',34° 46',165,ESE,Kherson,/GENITShE'F?SK/,לאַזאַר באָראָדולין,געניטשעוו?סק
Hermakivka (U),Germakovka (R),Germakówka (P),,east Galicia,48° 42',26° 11',40,NNE,Chernivtsi,/GARMEKIFKE/,--,גאַרמעקיווקע
Hermanivka (U),Germanovka (R),,,eastern Ukraine,49° 59',30° 34',40,S,Kyiv,/GERMANOFKE/,־־,גערמאַנאָווקע
Hlukhiv (U),Glukhov (R),,,eastern Ukraine,51° 41',33° 55',95,NW,Sumy,/LUKhEV/,מייטע ליוושיץ,לוכעוו
Hlyboka (U),?,Adăncata (Rm),,north Bukovina,48° 5',25° 55',15,S,Chernivtsi,/(H)LI'BOKE/,־־,(ה)ליבאָקע
Hlyboke (U),Glubokoye? (R),Hluboké? (Cz),Mélyút (H),Transcarpathia,48° 33',22° 25',10,SE,Uzhhorod,/HLEBOKE/,---,הלעבאָקע
Hlynyany (U),Glinyany (R),Gliniany (P),,east Galicia,49° 49',24° 31',25,E,L'viv,/GLINE/,"הענעך (חנוך) האַלפּערן, ירמיה העשעלעס?, מוניע (שמואל) נאַדלער, אַהרן ערליך, אפֿרים פֿאָגעלפֿאַנגער, הערצל ציזלער, אַבא שטאָלצענבערג",גלינע
Hlynytsya (U),Glinitsa (R),Hliniţa (Rm),,north Bukovina,48° 20',25° 42',10,WNW,Chernivtsi,/HLINITs/,־־,הליניץ
Hnivan' (U),Gnivan' (R),,,eastern Ukraine,49° 6',28° 20',15,SSW,Vinnytsya,/GNyEVEN/,־־,גניעווען
Holohory (U),Gologory (R),Gołogóry (P),,east Galicia,49° 45',24° 43',40,ESE,L'viv,/GO'LIGE/,--,גאָליגע
Holoskove (U),Goloskovo (R),,,eastern Ukraine,48° 10',30° 27',60,ENE,Balta,/OLESKO'V/,לייב קוויטקאָ,אָלעסקאָוו
Holovanivs'k (U),Golovanevsk (R),,,eastern Ukraine,48° 23',30° 28',70,NE,Balta,/OLVENyI'SK/,בראָניאַ סאַקינאַ?,אָלווענייִסק
Holovne (U),Golovno (R),Hołowno (P),,Volhynia,51° 20',24° 5',100,NW,Luts'k,/O'LEVNE/,--,אָלעוונע
Holubyne (U),Golubinoye (R),Holubina? (Cz),Galambos (H),Transcarpathia,48° 34',22° 58',15,NE,Mukacheve,/HLUBINE/,---,הלובינע
Holyatyn (U),Golyatin? (R),?,Tarfalu (H),Transcarpathia,48° 38',23° 27',50,ENE,Mukacheve,/HOLATI'N/?,---,האָלאַטין?
Horinchovo (U),Gorinchovo (R),Hořinčová? (Cz),Herincse (H),Transcarpathia,48° 16',23° 26',55,SE,Mukacheve,/HERI'NTSh/,---,הערינטש
Hornostaypil' (U),Gornostaypol' (R),,,eastern Ukraine,51° 4',30° 15',60,NNW,Kyiv,/STAyPL/ [adjective: /STA'yPELER/,"בענעדיקט בן־ציון, יצחק גיטערמאַן, שמאי פּינסקי",סטײַפּל
Horodenka (U),Gorodyonka (R),Horodenka (P),,east Galicia,48° 40',25° 30',60,SE,Ivano-Frankivs'k,"/HORODENKE/, /OREDENKE/","אפֿרים־פֿישל בלאָך, לעאָ יורמאַן, שמואל־אַבא סופֿר","האָראָדענקע, אָרעדענקע"
Horodkivka (U),Gorodkovka (R),Myastkovka?,,eastern Ukraine,48° 23',28° 42',60,ESE,Mohyliv,/MESKIFKE/,"משה קאַרטאָן, סיאָמע (שמעון) קיפּניס",מעסקיווקע
Horodnya (U),Gorodnya (R),,,eastern Ukraine,51° 53',31° 36',40,NNE,Chernihiv?,/HORODNyE/,־־,האָראָדניע
Horodnytsya (U),Gorodnitsa (R),,,eastern Ukraine,50° 48',27° 19',70,ENE,Rivne,/RE'?DNITsE/ /RO'DNITsE/? /O'REDNITsE/?,בנימין קאַץ,רעדניצע? ראָדניצע? אָרעדניצע?
Horodok (U),Gorodok (R),Gródek Jagiełłoński(P),,east Galicia,49°47',23°39',20,WSW,L'viv,/GRODEK/,־־,גראָדעק
Horodok (U),Gorodok (R),,,eastern Ukraine,49° 10',26° 34',35,SW,Khmel'nyts'kyy?,/GRAyDING/,שמואל־צבֿי ווײַס,גרײַדינג
Horodyshche (U),Gorodishche (R),,,eastern Ukraine,49° 17',31° 27',40,WSW,Cherkasy,/(H)OREDI'ShTSh/,"ברוך גאָלדהאַרט, יוסף לעשטשינסקי (י. כמורנער), יעקבֿ לעשטשינסקי",(ה)אָרעדישטש
Horokhiv (U),Gorokhov (R),Horochów (P),,Volhynia,50° 30',24° 46',40,SW,Luts'k,/ORKhEV/,--,אָרכעוו
Horyshkivka (U),Goryshkovka (R),,,eastern Ukraine,48° 38',28° 37',55,ENE,Mohyliv,/HORIShKOFKE/,־־,האָרישקאָווקע
Hoshcha (U),Goshcha (R),Hoszcza (P),,Volhynia,50° 36',26° 40',25,ESE,Rivne,"/OShTSh(E)/, /HOShT/?","אַלטער־חיים העלער, ראובֿן פֿינק","אָשטש(ע), האָשט?"
Hostomel' (U),Gostom(e)l'? (R),,,eastern Ukraine,50° 35',30° 16',10,NW,Kyiv,/ASTOMLyE/,־־,אַסטאָמליע
Hraniv (U),Granov (R),,,eastern Ukraine,48° 52',29° 34',85,SE,Vinnytsya,/GRANOV/?,־־,גראַנאָוו?
Hrebinka (U),Grebyonka (R),,,eastern Ukraine,50° 7',32° 26',75,NNE,Cherkasy,/REBINKE/,־־,רעבינקע
Hreblya (U),?,,,eastern Ukraine,48° 58',30° 3',115,ESE,Vinnytsya,/HREBLE/?,־־,הרעבלע?
Hrushka? (U),Grushka (R),,,eastern Ukraine,48° 21',30° 17',60,NE,Balta,/IGRUShKE/,־־,איגרושקע
Hrushovo (U),Grushevo? (R),Hrušov? (Cz),Szentmihálykörtvélyes (H),Transcarpathia,48° 4',23° 46',90,SE,Mukacheve,/HRIShEV/,---,הרישעוו
"Hrybivtsi, Bobovyshche? (U)",Grybovtsy? (R),Vorotnice? (Cz),Gombás (H),Transcarpathia,48° 32',22° 42',10,N,Mukacheve?,/HRI'BEVITs/,---,הריבעוויץ
Hrymayliv (U),Grimaylov? (R),Grzymałów (P),?,east Galicia,49° 20',26° 0',35,SE,Ternopil',/RI'MELEV/,עמנואל האַקען,רימעלעוו
Hryshyne? Krasnoarmiys'k? (U),"Grishino, Krasnoarmeysk (R)",,,eastern Ukraine,48° 17',37° 11',40,NW,Donets'k?,/GRIShINE/ (stress?),־־,גרישינע
Hrytsiv (U),Gritsev (R),,,eastern Ukraine,49° 58',27° 13',55,NNE,Khmel'nyts'kyy,/RITsEV/,־־,ריצעוו
Huklivyy (U),Guklivyy (R),Huklivý (Cz),Zúgó (H),Transcarpathia,48° 42',23° 14',40,NE,Mukacheve,/KLIVE/,־־־,קליווע
Hulyaypole (U),Gulyaypole (R),,,eastern Ukraine,47° 40',36° 15',70,ESE,Zaporizhzhya,/HULAyPOLyE/,־־,הולײַפּאָליע
Humentsi (U),Gumentsy (R),,,eastern Ukraine,48° 47',26° 40',80,NE,Chernivtsi,/I'MENITs/,־־,אימעניץ
Husyatyn (U),Gusyatin (R),Husiatyn (P),,"east Galicia [straddles the old border - most is in east Galicia, a small portion in eastern Ukraine]",49° 4',26° 13',65,SE,Ternopil',"/(H)USYOTIN/, /UShATIN/",ברוך בלום,"הוסיאַטין, אושאַטין"
Huta (Kamins'ka?) (U),Guta Kamenskaya? (R),Huta? (P),,Volhynia,[there are several - not clear which one],,,,,/ITE/,--,איטע
Hvardiys'ke (U),Gvardeyskoye (R),Fel'shtin? (R),,eastern Ukraine,49° 19',26° 43',15,SW,Khmel'nyts'kyy,/FELShTI'N/,"בערל בוים, אלעזר בייזער, אײַזיק הובערמאַן, מאָריס זילבערמאַן, אַהרן פֿײַערמאַן",פֿעלשטין
Hvizdets' (U),Gvozdets (R),Gwózdziec (P),,east Galicia,48° 35',25° 17',50,SE,Ivano-Frankivs'k,"/GVODZhITs/, /GVOZYITs/?",בן־ציון פֿעסלער,"גוואָדזשיץ, גוואָזייִץ?"
"Hvozdavka (Persha, Druha) (U)","Gvozdovka (Pervaya, Vtoraya) (R)",,,eastern Ukraine,47° 53',30° 5',25,E,Balta,/GVOZDOFKE/,־־,גוואָזדאָווקע
Ichnya (U),Ichnya (R),,,eastern Ukraine,50° 52',32° 24',95,SE,Chernihiv,/ITShNyE/,־־,איטשניע
Il'nytsya (U),Il'nitsa (R),?,Ilonca (H),Transcarpathia,48° 21',23° 5',25,ESE,Mukacheve,/YI'LNITsE/,---,ייִלניצע
Illintsi (U),Il'intsy (R),,,eastern Ukraine,49° 7',29° 12',45,ESE,Vinnytsya,/LINITs/,"בן־ציון וועקשטיין, אליהו מײַדאַניק, אַבֿיגדור פּאַניטש, וועלוול רעדקאָ",ליניץ
Imstychovo (U),Imstichevo (R),Imstice? (Cz),Misztice (H),Transcarpathia,48° 18',23° 11',35,SE,Mukacheve,/MESTITShEV/ (stress?),---,מעסטיטשעוו
Inhulets' (U),Ingulets (R),,,eastern Ukraine,47° 59',33° 15',90,SE,Kirovohrad,/INGULyE'Ts/?,־־,אינגולעץ?
Irshava (U),Irshava (R),Iršava (Cz),Ilosva (H),Transcarpathia,48° 19',23° 3',25,SE,Mukacheve,/O'RShEVE/,---,אָרשעווע
Ispas (U),Ispas (R),?,,north Bukovina,48° 17',25° 17',40,W,Chernivtsi,/SPAS/,---,ספּאַס
Ivan'ky (U),Ivan'ki (R),,,eastern Ukraine,48° 59',30° 27',115,SW,Cherkasy,/IVONKE/,־־,איוואַנקע?
Ivanivtsi (U),Ivanovtsy (R),Ivanovce? Ivanice? (Cz),Iványi (H),Transcarpathia,48° 28',22° 39',5,NW,Mukacheve,/YEVA'NEVITs/,---,יעוואַנעוויץ
Ivankiv (U),Ivankov (R),Iwanków (P),,east Galicia,48° 49',26° 10',50,NNE,Chernivtsi,/YIVONKEV/,־־,ייִוואָנקעוו
Ivankiv (U),Ivankov (R),,,eastern Ukraine,50° 19',31° 3',30,ESE,Kyiv?,/YIVANKEV/,ראַשעל וועפּרינסקי,ייִוואַנקעוו
Ivankivtsi (U),Ivankovtsy (R),,,eastern Ukraine,48° 58',28° 23',30,S,Vinnytsya,/IVA'NKEVITs/,־־,איוואַנקעוויץ
Ivano-Frankivs'k (U) [formerly Stanislaviv],Ivano-Frankovsk (R),Stanisławów (P),Stanislau (G),east Galicia,48° 56',24° 43',,,,/STA'NISLE/,"שמעון בערנפֿעלד, מענדל בראַנדעס, ישׂראל־מאיר ברענדער, טשאַרלס וו. גראָלל, אַבֿרהם האַלפּערן, יעקבֿ־משה האָפֿמאַן, משה איש הלוי הורוויץ, זלמן הערץ, אליהי (עליע) וואַטענבערג, ישׂראל ווײַס, אַבֿרהם־דובֿ ווערבנער, מאיר טאַבאַק, נתן טשאַטשקעס, אַבֿרהם־חיים כּץ, אַבֿרהם לעבענסאַרט, האָראַצי סאַפֿרין, לייב פּאַפּיק, שלום צאַלער, אַרטור קאָלניק",סטאַניסלע
Ivano-Frankove? (U),Ivano-Frankovo (R),Janów (P),,east Galicia,49° 55',23° 44',10,NW,L'viv,/YU:NEV/,"נתן עק, משה ריכטער (איין שטאָט?)",יאָנעוו
Ivanopil' (U),Ivanopol' (R),Yanushpol'? (R),,eastern Ukraine,49° 51',28° 13',50,SSW,Zhytomyr,/YANEShPOLyE/,אַהרן־מתּתיהו פֿרידמאַן,יאַנעשפּאָליע
Ivashkivtsi (U),Ivashkovtsy (R),,,eastern Ukraine,48° 44',27° 53',30,NNE,Mohyliv,/IVO'ShKEVITs/?,־־,איוואַשקעוויץ?
Ivcha (U),Ivcha (R),,,eastern Ukraine,49° 24',28° 3',30,NW,Vinnytsya,/IFTShE/,־־,איווטשע
Ivnytsya (U),Ivnitsa (R),,,eastern Ukraine,50° 9',29° 3',25,SE,Zhytomyr,/I'?VNITsE/,־־,איווניצע
Iza (U),? (R),? (Cz),Iza (H),Transcarpathia,48° 13',23° 20',50,SE,Mukacheve,/IZE/,--,איזע
Izky (U),? (R),? (Cz),Iszka (H),Transcarpathia,48° 22',23° 22',50,ENE,Mukacheve,/ISKE/,--,איסקע
Izluchyste (U),Izluchistoye (R),,,eastern Ukraine,47° 55',33° 46',95,SW,Dnipropetrovs'k,/IZLUTShITSE/?,־־,איזלוטשיסטע
Izmayil (U),Izmail (R),Izmai? (Rm),,south Bessarabia,45° 21',28° 50',180,SW,Odesa,/IZMA'YL/,־־,איזמײַל
Izyaslav (U),Izyaslav(l) (R),,,eastern Ukraine,50° 7',26° 48',80,SE,Rivne,/ZASLEV/,־־,זאַסלעוו
Izyum (U),Izyum (R),,,eastern Ukraine,49° 12',37° 19',100,SE,Kharkiv,/IZYU'M/,־־,איזיום
Kachanivka (U),Kachanovka (R),,,eastern Ukraine,49° 39',27° 54',60,NW,Vinnytsya?,/KATShENyIFKE/,־־,קאַטשעניווקע
Kachkivka (U),Kachkovka (R),,,eastern Ukraine,48° 17',28° 28',50,SE,Mohyliv,/KATShKOFKE/,־־,קאַטשקאָווקע
Kadyyivka (U),Kadiyevka (R),,,eastern Ukraine,49° 14',26° 49',15,SSW,Khmel'nyts'kyy,/KADyIFKE/,־־,קאַדיווקע?
Kaharlyk (U),Kagarlyk (R),,,eastern Ukraine,49° 51',30° 50',55,SSE,Kyiv,/KARLIK/,־־,קאַרליק
Kakhovka (U),Kakhovka (R),,,eastern Ukraine,46° 49',33° 29',55,ENE,Kherson,/KAKhOFKE/,־־,קאַכאָווקע
Kal'nybolota (U),Kal'niboloto? (R),Yekaterinopol'? (R),,eastern Ukraine,48° 46',30° 58',90,WNW,Kirovohrad?,/KALI'BELOT/,לייב סאָברין,קאַליבעלאָט
Kal'nyk (U),Kal'nik (R),Kalník (Cz),Beregsárrét (H),Transcarpathia,48° 31',22° 36',10,NW,Mukacheve,/KALNIK/,---,קאַלניק
Kalush (U),Kalush (R),Kałusz (P),,east Galicia,49° 1',24° 22',20,NW,Ivano-Frankivs'k,/KALESh/,"לייזער (לוא?יס) ווײַסבער, משה עטינגער","קאַלעש, קאַלוש"
